Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
22.14	0.042884	0.049140058	0.042126621	0.056607	0.050600	0.05122
22.15	0.042199	0.048828252	0.041742543	0.056319	0.050000	0.05079
22.16	0.041507	0.048505635	0.041347942	0.056020	0.049400	0.05035
22.17	0.040807	0.048172305	0.040942929	0.055709	0.048700	0.0499
22.18	0.040101	0.047828366	0.040527616	0.055387	0.048100	0.04944
22.19	0.039387	0.047473919	0.040102118	0.055054	0.047500	0.04897
22.2	0.038668	0.047109071	0.039666553	0.054711	0.046900	0.04849
22.21	0.037942	0.046733928	0.039221038	0.054356	0.046200	0.048
22.22	0.037209	0.046348601	0.038765695	0.053991	0.045600	0.0475
22.23	0.036471	0.045953199	0.038300646	0.053614	0.044900	0.047
22.24	0.035727	0.045547835	0.037826014	0.053228	0.044200	0.04649
22.25	0.034977	0.045132625	0.037341924	0.052831	0.043500	0.04596
22.26	0.034221	0.044707685	0.036848505	0.052424	0.042900	0.04543
22.27	0.033461	0.044273131	0.036345884	0.052006	0.042200	0.0449
22.28	0.032695	0.043829085	0.035834193	0.051578	0.041500	0.04435
22.29	0.031924	0.043375668	0.035313563	0.051141	0.040800	0.0438
22.3	0.031148	0.042913002	0.034784128	0.050693	0.040000	0.04324
22.31	0.030368	0.042441213	0.034246022	0.050236	0.039300	0.04267
22.32	0.029583	0.041960426	0.033699383	0.049770	0.038600	0.04209
22.33	0.028794	0.041470769	0.033144348	0.049293	0.037900	0.04151
22.34	0.028001	0.040972372	0.032581056	0.048808	0.037100	0.04092
22.35	0.027204	0.040465364	0.032009648	0.048313	0.036400	0.04032
22.36	0.026403	0.039949879	0.031430267	0.047809	0.035600	0.03972
22.37	0.025599	0.039426049	0.030843054	0.047296	0.034900	0.03911
22.38	0.024791	0.03889401	0.030248156	0.046774	0.034100	0.03849
22.39	0.023980	0.038353898	0.029645717	0.046244	0.033300	0.03786
22.4	0.023167	0.03780585	0.029035885	0.045705	0.032600	0.03723
22.41	0.022350	0.037250006	0.028418808	0.045158	0.031800	0.0366
22.42	0.021531	0.036686504	0.027794635	0.044602	0.031000	0.03596
22.43	0.020709	0.036115487	0.027163517	0.044038	0.030200	0.03531
22.44	0.019885	0.035537096	0.026525604	0.043466	0.029400	0.03466
22.45	0.019059	0.034951476	0.025881051	0.042887	0.028600	0.034
22.46	0.018231	0.034358771	0.025230009	0.042299	0.027800	0.03334
22.47	0.017401	0.033759127	0.024572634	0.041704	0.027000	0.03267
22.48	0.016570	0.033152689	0.02390908	0.041102	0.026200	0.03199
22.49	0.015737	0.032539607	0.023239505	0.040493	0.025400	0.03131
22.5	0.014903	0.031920029	0.022564065	0.039876	0.024600	0.03063
22.51	0.014068	0.031294104	0.021882919	0.039252	0.023800	0.02994
22.52	0.013232	0.030661982	0.021196224	0.038622	0.023000	0.02925
22.53	0.012395	0.030023816	0.020504141	0.037985	0.022100	0.02856
22.54	0.011558	0.029379757	0.019806829	0.037341	0.021300	0.02786
22.55	0.010721	0.028729958	0.01910445	0.036691	0.020500	0.02715
22.56	0.009883	0.028074574	0.018397165	0.036035	0.019600	0.02644
22.57	0.009046	0.027413757	0.017685135	0.035373	0.018800	0.02573
22.58	0.008209	0.026747664	0.016968525	0.034705	0.018000	0.02502
22.59	0.007372	0.02607645	0.016247497	0.034031	0.017100	0.0243
22.6	0.006536	0.025400271	0.015522214	0.033351	0.016300	0.02358
22.61	0.005701	0.024719285	0.014792841	0.032667	0.015500	0.02286
22.62	0.004867	0.024033648	0.014059543	0.031977	0.014600	0.02213
22.63	0.004034	0.023343519	0.013322485	0.031282	0.013800	0.0214
22.64	0.003203	0.022649057	0.012581831	0.030582	0.012900	0.02067
22.65	0.002373	0.021950418	0.011837748	0.029877	0.012100	0.01994
22.66	0.001545	0.021247764	0.011090401	0.029168	0.011300	0.0192
22.67	0.000718	0.020541254	0.010339958	0.028454	0.010400	0.01846
22.68	-0.000106	0.019831047	0.009586583	0.027736	0.009600	0.01772
22.69	-0.000928	0.019117304	0.008830445	0.027014	0.008700	0.01698
22.7	-0.001747	0.018400185	0.008071709	0.026289	0.007900	0.01624
22.71	-0.002564	0.017679851	0.007310542	0.025559	0.007000	0.0155
22.72	-0.003378	0.016956462	0.006547112	0.024826	0.006200	0.01475
22.73	-0.004189	0.01623018	0.005781585	0.024089	0.005400	0.01401
22.74	-0.004997	0.015501165	0.005014128	0.023349	0.004500	0.01326
22.75	-0.005801	0.01476958	0.004244909	0.022606	0.003700	0.01251
22.76	-0.006602	0.014035584	0.003474094	0.021860	0.002800	0.01176
22.77	-0.007399	0.01329934	0.00270185	0.021112	0.002000	0.01102
22.78	-0.008193	0.012561008	0.001928343	0.020361	0.001200	0.01027
22.79	-0.008983	0.01182075	0.00115374	0.019607	0.000400	0.00952
22.8	-0.009768	0.011078726	0.000378207	0.018851	-0.000500	0.00877
22.81	-0.010549	0.010335098	-0.00039809	0.018093	-0.001300	0.00802
22.82	-0.011326	0.009590026	-0.001174985	0.017334	-0.002100	0.00728
22.83	-0.012098	0.00884367	-0.001952312	0.016572	-0.003000	0.00653
22.84	-0.012865	0.008096192	-0.002729908	0.015809	-0.003800	0.00578
22.85	-0.013628	0.007347751	-0.003507606	0.015045	-0.004600	0.00504
22.86	-0.014385	0.006598507	-0.004285244	0.014279	-0.005400	0.0043
22.87	-0.015137	0.005848619	-0.005062656	0.013512	-0.006200	0.00355
22.88	-0.015884	0.005098246	-0.00583968	0.012745	-0.007000	0.00281
22.89	-0.016626	0.004347547	-0.006616153	0.011977	-0.007800	0.00207
22.9	-0.017362	0.003596681	-0.007391914	0.011208	-0.008600	0.00133
22.91	-0.018092	0.002845805	-0.008166799	0.010439	-0.009400	0.0006
22.92	-0.018816	0.002095076	-0.008940648	0.009669	-0.010200	-0.00014
22.93	-0.019535	0.00134465	-0.009713302	0.008900	-0.011000	-0.00087
22.94	-0.020247	0.000594686	-0.010484599	0.008130	-0.011800	-0.0016
22.95	-0.020952	-0.000154663	-0.011254381	0.007361	-0.012500	-0.00233
22.96	-0.021652	-0.000903241	-0.012022491	0.006593	-0.013300	-0.00305
22.97	-0.022345	-0.001650894	-0.01278877	0.005825	-0.014100	-0.00377
22.98	-0.023031	-0.002397469	-0.013553062	0.005057	-0.014900	-0.00449
22.99	-0.023710	-0.003142811	-0.014315211	0.004291	-0.015600	-0.00521
23	-0.024383	-0.003886769	-0.015075062	0.003526	-0.016400	-0.00592
23.01	-0.025048	-0.004629192	-0.015832462	0.002762	-0.017100	-0.00663
23.02	-0.025707	-0.005369929	-0.016587257	0.001999	-0.017900	-0.00734
23.03	-0.026358	-0.00610883	-0.017339294	0.001238	-0.018600	-0.00804
23.04	-0.027002	-0.006845746	-0.018088424	0.000479	-0.019300	-0.00874
23.05	-0.027638	-0.007580529	-0.018834495	-0.000278	-0.020000	-0.00944
23.06	-0.028266	-0.008313031	-0.01957736	-0.001033	-0.020800	-0.01013
23.07	-0.028887	-0.009043108	-0.020316869	-0.001786	-0.021500	-0.01082
23.08	-0.029500	-0.009770613	-0.021052876	-0.002537	-0.022200	-0.0115
23.09	-0.030105	-0.010495402	-0.021785235	-0.003285	-0.022900	-0.01218
23.1	-0.030702	-0.011217333	-0.022513802	-0.004030	-0.023600	-0.01285
23.11	-0.031291	-0.011936262	-0.023238433	-0.004773	-0.024200	-0.01352
23.12	-0.031872	-0.012652048	-0.023958986	-0.005513	-0.024900	-0.01419
23.13	-0.032444	-0.013364553	-0.024675321	-0.006249	-0.025600	-0.01485
23.14	-0.033008	-0.014073636	-0.025387297	-0.006982	-0.026300	-0.0155
23.15	-0.033563	-0.014779161	-0.026094777	-0.007712	-0.026900	-0.01615
23.16	-0.034109	-0.01548099	-0.026797623	-0.008438	-0.027600	-0.0168
23.17	-0.034646	-0.016178989	-0.027495699	-0.009161	-0.028200	-0.01744
23.18	-0.035175	-0.016873023	-0.028188872	-0.009879	-0.028800	-0.01807
23.19	-0.035695	-0.017562959	-0.028877009	-0.010594	-0.029500	-0.0187
23.2	-0.036205	-0.018248666	-0.029559978	-0.011304	-0.030100	-0.01932
23.21	-0.036706	-0.018930014	-0.030237648	-0.012010	-0.030700	-0.01994
23.22	-0.037198	-0.019606873	-0.030909892	-0.012712	-0.031300	-0.02055
23.23	-0.037681	-0.020279117	-0.031576583	-0.013409	-0.031900	-0.02116
23.24	-0.038154	-0.020946619	-0.032237594	-0.014101	-0.032500	-0.02176
23.25	-0.038617	-0.021609253	-0.032892803	-0.014789	-0.033000	-0.02235
23.26	-0.039071	-0.022266897	-0.033542085	-0.015472	-0.033600	-0.02294
23.27	-0.039515	-0.022919429	-0.034185322	-0.016149	-0.034200	-0.02352
23.28	-0.039950	-0.023566729	-0.034822393	-0.016821	-0.034700	-0.02409
23.29	-0.040375	-0.024208676	-0.035453181	-0.017488	-0.035300	-0.02466
23.3	-0.040790	-0.024845154	-0.036077569	-0.018149	-0.035800	-0.02522
23.31	-0.041194	-0.025476046	-0.036695444	-0.018805	-0.036300	-0.02577
23.32	-0.041589	-0.026101238	-0.037306693	-0.019455	-0.036800	-0.02632
23.33	-0.041974	-0.026720618	-0.037911205	-0.020099	-0.037300	-0.02686
23.34	-0.042348	-0.027334073	-0.038508871	-0.020737	-0.037800	-0.02739
23.35	-0.042713	-0.027941493	-0.039099583	-0.021369	-0.038300	-0.02791
23.36	-0.043067	-0.028542772	-0.039683235	-0.021995	-0.038800	-0.02843
23.37	-0.043411	-0.029137801	-0.040259724	-0.022614	-0.039300	-0.02894
23.38	-0.043744	-0.029726477	-0.040828948	-0.023227	-0.039700	-0.02945
23.39	-0.044068	-0.030308695	-0.041390806	-0.023833	-0.040200	-0.02994
23.4	-0.044381	-0.030884355	-0.041945199	-0.024433	-0.040600	-0.03043
23.41	-0.044683	-0.031453355	-0.042492032	-0.025026	-0.041000	-0.03091
23.42	-0.044975	-0.032015599	-0.043031208	-0.025612	-0.041400	-0.03138
23.43	-0.045256	-0.032570989	-0.043562636	-0.026191	-0.041900	-0.03184
23.44	-0.045527	-0.033119431	-0.044086225	-0.026763	-0.042300	-0.0323
23.45	-0.045788	-0.033660832	-0.044601884	-0.027327	-0.042600	-0.03275
23.46	-0.046037	-0.034195099	-0.045109527	-0.027885	-0.043000	-0.03319
23.47	-0.046276	-0.034722145	-0.045609069	-0.028435	-0.043400	-0.03362
23.48	-0.046505	-0.035241881	-0.046100426	-0.028977	-0.043700	-0.03405
23.49	-0.046723	-0.03575422	-0.046583516	-0.029512	-0.044100	-0.03446
23.5	-0.046930	-0.03625908	-0.047058261	-0.030039	-0.044400	-0.03487
23.51	-0.047127	-0.036756377	-0.047524582	-0.030558	-0.044800	-0.03527
23.52	-0.047313	-0.037246032	-0.047982405	-0.031070	-0.045100	-0.03566
23.53	-0.047488	-0.037727964	-0.048431655	-0.031573	-0.045400	-0.03604
23.54	-0.047653	-0.038202099	-0.048872261	-0.032069	-0.045700	-0.03641
23.55	-0.047807	-0.038668359	-0.049304154	-0.032556	-0.046000	-0.03678
23.56	-0.047950	-0.039126674	-0.049727267	-0.033035	-0.046200	-0.03713
23.57	-0.048083	-0.03957697	-0.050141532	-0.033506	-0.046500	-0.03748
23.58	-0.048204	-0.040019179	-0.050546889	-0.033969	-0.046700	-0.03782
23.59	-0.048316	-0.040453234	-0.050943274	-0.034423	-0.047000	-0.03815
23.6	-0.048416	-0.040879069	-0.051330629	-0.034868	-0.047200	-0.03847
23.61	-0.048506	-0.041296619	-0.051708896	-0.035305	-0.047400	-0.03878
23.62	-0.048585	-0.041705824	-0.05207802	-0.035734	-0.047700	-0.03909
23.63	-0.048653	-0.042106624	-0.052437948	-0.036153	-0.047900	-0.03938
23.64	-0.048711	-0.04249896	-0.05278863	-0.036564	-0.048000	-0.03966
23.65	-0.048758	-0.042882776	-0.053130015	-0.036966	-0.048200	-0.03994
23.66	-0.048795	-0.043258019	-0.053462057	-0.037360	-0.048400	-0.04021
23.67	-0.048821	-0.043624637	-0.053784712	-0.037744	-0.048500	-0.04047
23.68	-0.048836	-0.043982578	-0.054097937	-0.038119	-0.048700	-0.04071
23.69	-0.048841	-0.044331796	-0.05440169	-0.038485	-0.048800	-0.04095
23.7	-0.048835	-0.044672243	-0.054695935	-0.038842	-0.048900	-0.04118
23.71	-0.048818	-0.045003875	-0.054980633	-0.039190	-0.049100	-0.0414
23.72	-0.048791	-0.04532665	-0.055255751	-0.039529	-0.049200	-0.04162
23.73	-0.048754	-0.045640527	-0.055521257	-0.039859	-0.049300	-0.04182
23.74	-0.048706	-0.045945468	-0.055777121	-0.040179	-0.049300	-0.04201
23.75	-0.048648	-0.046241436	-0.056023315	-0.040490	-0.049400	-0.0422
23.76	-0.048579	-0.046528397	-0.056259812	-0.040791	-0.049500	-0.04237
23.77	-0.048501	-0.046806318	-0.056486589	-0.041084	-0.049500	-0.04254
23.78	-0.048411	-0.047075168	-0.056703625	-0.041366	-0.049600	-0.04269
23.79	-0.048312	-0.047334919	-0.056910899	-0.041640	-0.049600	-0.04284
23.8	-0.048203	-0.047585543	-0.057108395	-0.041903	-0.049600	-0.04298
23.81	-0.048083	-0.047827016	-0.057296097	-0.042158	-0.049600	-0.04311
23.82	-0.047953	-0.048059315	-0.057473992	-0.042402	-0.049600	-0.04322
23.83	-0.047813	-0.048282419	-0.057642069	-0.042638	-0.049600	-0.04333
23.84	-0.047664	-0.04849631	-0.057800318	-0.042863	-0.049600	-0.04343
23.85	-0.047504	-0.048700969	-0.057948733	-0.043079	-0.049500	-0.04352
23.86	-0.047334	-0.048896382	-0.058087309	-0.043285	-0.049500	-0.04361
23.87	-0.047155	-0.049082536	-0.058216043	-0.043482	-0.049400	-0.04368
23.88	-0.046966	-0.049259419	-0.058334935	-0.043669	-0.049300	-0.04374
23.89	-0.046768	-0.049427022	-0.058443984	-0.043847	-0.049300	-0.0438
23.9	-0.046560	-0.049585338	-0.058543196	-0.044014	-0.049200	-0.04384
23.91	-0.046342	-0.049734362	-0.058632576	-0.044173	-0.049100	-0.04388
23.92	-0.046115	-0.049874088	-0.05871213	-0.044321	-0.049000	-0.0439
23.93	-0.045879	-0.050004517	-0.058781869	-0.044460	-0.048800	-0.04392
23.94	-0.045633	-0.050125649	-0.058841804	-0.044589	-0.048700	-0.04393
23.95	-0.045378	-0.050237484	-0.05889195	-0.044708	-0.048600	-0.04392
23.96	-0.045114	-0.050340028	-0.05893232	-0.044818	-0.048400	-0.04391
23.97	-0.044842	-0.050433286	-0.058962934	-0.044918	-0.048300	-0.04389
23.98	-0.044560	-0.050517266	-0.05898381	-0.045008	-0.048100	-0.04387
23.99	-0.044269	-0.050591978	-0.058994971	-0.045089	-0.047900	-0.04383
24	-0.043970	-0.050657433	-0.058996439	-0.045160	-0.047700	-0.04378
24.01	-0.043661	-0.050713644	-0.058988242	-0.045222	-0.047500	-0.04372
24.02	-0.043345	-0.050760627	-0.058970406	-0.045274	-0.047300	-0.04366
24.03	-0.043020	-0.050798399	-0.05894296	-0.045316	-0.047100	-0.04359
24.04	-0.042686	-0.050826978	-0.058905937	-0.045349	-0.046900	-0.0435
24.05	-0.042344	-0.050846385	-0.058859369	-0.045372	-0.046600	-0.04341
24.06	-0.041994	-0.050856643	-0.058803292	-0.045386	-0.046400	-0.04331
24.07	-0.041636	-0.050857775	-0.058737744	-0.045391	-0.046100	-0.0432
24.08	-0.041270	-0.050849807	-0.058662763	-0.045385	-0.045900	-0.04309
24.09	-0.040896	-0.050832769	-0.058578389	-0.045371	-0.045600	-0.04296
24.1	-0.040514	-0.050806688	-0.058484667	-0.045347	-0.045300	-0.04282
24.11	-0.040124	-0.050771596	-0.058381641	-0.045314	-0.045000	-0.04268
24.12	-0.039727	-0.050727526	-0.058269357	-0.045271	-0.044700	-0.04253
24.13	-0.039322	-0.050674514	-0.058147864	-0.045219	-0.044400	-0.04237
24.14	-0.038910	-0.050612594	-0.058017212	-0.045158	-0.044100	-0.0422
24.15	-0.038491	-0.050541806	-0.057877453	-0.045088	-0.043800	-0.04202
24.16	-0.038064	-0.050462189	-0.05772864	-0.045008	-0.043400	-0.04184
24.17	-0.037631	-0.050373784	-0.057570829	-0.044920	-0.043100	-0.04164
24.18	-0.037190	-0.050276635	-0.057404078	-0.044822	-0.042700	-0.04144
24.19	-0.036743	-0.050170787	-0.057228445	-0.044715	-0.042400	-0.04123
24.2	-0.036289	-0.050056285	-0.057043991	-0.044600	-0.042000	-0.04101
24.21	-0.035828	-0.049933178	-0.056850779	-0.044475	-0.041600	-0.04079
24.22	-0.035361	-0.049801515	-0.056648872	-0.044342	-0.041300	-0.04055
24.23	-0.034887	-0.049661348	-0.056438336	-0.044200	-0.040900	-0.04031
24.24	-0.034407	-0.049512729	-0.056219239	-0.044049	-0.040500	-0.04006
24.25	-0.033921	-0.049355713	-0.055991649	-0.043889	-0.040100	-0.03981
24.26	-0.033429	-0.049190354	-0.055755638	-0.043721	-0.039600	-0.03954
24.27	-0.032932	-0.049016711	-0.055511277	-0.043544	-0.039200	-0.03927
24.28	-0.032428	-0.048834843	-0.05525864	-0.043359	-0.038800	-0.03899
24.29	-0.031919	-0.048644809	-0.054997802	-0.043166	-0.038400	-0.0387
24.3	-0.031404	-0.048446672	-0.054728841	-0.042964	-0.037900	-0.03841
24.31	-0.030884	-0.048240495	-0.054451834	-0.042753	-0.037500	-0.03811
24.32	-0.030359	-0.048026342	-0.054166861	-0.042535	-0.037000	-0.0378
24.33	-0.029828	-0.04780428	-0.053874005	-0.042308	-0.036500	-0.03749
24.34	-0.029293	-0.047574375	-0.053573346	-0.042073	-0.036100	-0.03716
24.35	-0.028752	-0.047336698	-0.05326497	-0.041831	-0.035600	-0.03683
24.36	-0.028207	-0.047091317	-0.052948963	-0.041580	-0.035100	-0.0365
24.37	-0.027657	-0.046838305	-0.05262541	-0.041322	-0.034600	-0.03615
24.38	-0.027103	-0.046577735	-0.052294401	-0.041056	-0.034100	-0.03581
24.39	-0.026545	-0.046309681	-0.051956024	-0.040782	-0.033600	-0.03545
24.4	-0.025982	-0.046034218	-0.051610372	-0.040500	-0.033100	-0.03509
24.41	-0.025415	-0.045751424	-0.051257536	-0.040211	-0.032600	-0.03472
24.42	-0.024844	-0.045461375	-0.050897609	-0.039915	-0.032100	-0.03434
24.43	-0.024269	-0.045164153	-0.050530688	-0.039611	-0.031500	-0.03396
24.44	-0.023691	-0.044859836	-0.050156866	-0.039300	-0.031000	-0.03357
24.45	-0.023109	-0.044548507	-0.049776242	-0.038982	-0.030500	-0.03318
24.46	-0.022524	-0.044230249	-0.049388915	-0.038657	-0.029900	-0.03278
24.47	-0.021935	-0.043905145	-0.048994982	-0.038324	-0.029400	-0.03238
24.48	-0.021343	-0.043573281	-0.048594546	-0.037985	-0.028800	-0.03197
24.49	-0.020748	-0.043234744	-0.048187708	-0.037639	-0.028300	-0.03155
24.5	-0.020150	-0.04288962	-0.047774571	-0.037287	-0.027700	-0.03113
24.51	-0.019549	-0.042537998	-0.047355238	-0.036927	-0.027200	-0.0307
24.52	-0.018946	-0.042179968	-0.046929815	-0.036562	-0.026600	-0.03027
24.53	-0.018340	-0.04181562	-0.046498408	-0.036189	-0.026000	-0.02983
24.54	-0.017732	-0.041445046	-0.046061123	-0.035811	-0.025400	-0.02939
24.55	-0.017121	-0.041068338	-0.045618069	-0.035426	-0.024900	-0.02894
24.56	-0.016509	-0.040685589	-0.045169353	-0.035035	-0.024300	-0.02849
24.57	-0.015895	-0.040296896	-0.044715086	-0.034639	-0.023700	-0.02803
24.58	-0.015278	-0.039902352	-0.044255379	-0.034236	-0.023100	-0.02757
24.59	-0.014661	-0.039502054	-0.043790342	-0.033827	-0.022500	-0.0271
24.6	-0.014041	-0.0390961	-0.043320089	-0.033413	-0.021900	-0.02663
24.61	-0.013421	-0.038684587	-0.042844732	-0.032993	-0.021300	-0.02616
24.62	-0.012799	-0.038267615	-0.042364384	-0.032568	-0.020700	-0.02568
24.63	-0.012176	-0.037845283	-0.041879162	-0.032137	-0.020100	-0.0252
24.64	-0.011552	-0.037417692	-0.041389179	-0.031701	-0.019500	-0.02471
24.65	-0.010927	-0.036984943	-0.040894552	-0.031260	-0.018900	-0.02422
24.66	-0.010302	-0.036547139	-0.040395398	-0.030814	-0.018300	-0.02372
24.67	-0.009676	-0.036104381	-0.039891833	-0.030362	-0.017600	-0.02322
24.68	-0.009050	-0.035656775	-0.039383977	-0.029906	-0.017000	-0.02272
24.69	-0.008424	-0.035204423	-0.038871947	-0.029446	-0.016400	-0.02222
24.7	-0.007797	-0.034747432	-0.038355863	-0.028980	-0.015800	-0.02171
24.71	-0.007171	-0.034285905	-0.037835843	-0.028510	-0.015200	-0.02119
24.72	-0.006544	-0.033819951	-0.037312009	-0.028036	-0.014500	-0.02068
24.73	-0.005918	-0.033349675	-0.036784481	-0.027558	-0.013900	-0.02016
24.74	-0.005293	-0.032875185	-0.03625338	-0.027075	-0.013300	-0.01964
24.75	-0.004668	-0.032396589	-0.035718828	-0.026588	-0.012600	-0.01911
24.76	-0.004044	-0.031913995	-0.035180946	-0.026098	-0.012000	-0.01859
24.77	-0.003420	-0.031427512	-0.034639857	-0.025603	-0.011400	-0.01806
24.78	-0.002798	-0.03093725	-0.034095683	-0.025105	-0.010700	-0.01753
24.79	-0.002177	-0.030443319	-0.033548548	-0.024603	-0.010100	-0.01699
24.8	-0.001556	-0.029945829	-0.032998574	-0.024098	-0.009500	-0.01646
24.81	-0.000938	-0.029444891	-0.032445886	-0.023589	-0.008800	-0.01592
24.82	-0.000321	-0.028940616	-0.031890606	-0.023077	-0.008200	-0.01538
24.83	0.000295	-0.028433116	-0.03133286	-0.022562	-0.007600	-0.01484
24.84	0.000909	-0.027922502	-0.03077277	-0.022044	-0.006900	-0.01429
24.85	0.001521	-0.027408887	-0.030210463	-0.021523	-0.006300	-0.01375
24.86	0.002131	-0.026892384	-0.029646061	-0.021000	-0.005700	-0.0132
24.87	0.002739	-0.026373105	-0.02907969	-0.020473	-0.005000	-0.01265
24.88	0.003345	-0.025851164	-0.028511474	-0.019944	-0.004400	-0.0121
24.89	0.003948	-0.025326673	-0.027941538	-0.019413	-0.003800	-0.01155
24.9	0.004549	-0.024799747	-0.027370006	-0.018880	-0.003100	-0.011
24.91	0.005147	-0.024270499	-0.026797004	-0.018344	-0.002500	-0.01045
24.92	0.005742	-0.023739043	-0.026222656	-0.017806	-0.001900	-0.0099
24.93	0.006335	-0.023205493	-0.025647087	-0.017267	-0.001200	-0.00934
24.94	0.006925	-0.022669964	-0.025070422	-0.016725	-0.000600	-0.00879
24.95	0.007511	-0.02213257	-0.024492784	-0.016182	0.000000	-0.00823
24.96	0.008095	-0.021593424	-0.023914298	-0.015637	0.000600	-0.00768
24.97	0.008675	-0.021052642	-0.023335089	-0.015091	0.001300	-0.00712
24.98	0.009252	-0.020510338	-0.02275528	-0.014543	0.001900	-0.00657
24.99	0.009825	-0.019966627	-0.022174995	-0.013994	0.002500	-0.00601
25	0.010395	-0.019421622	-0.021594358	-0.013444	0.003100	-0.00545
25.01	0.010961	-0.018875439	-0.021013492	-0.012893	0.003700	-0.0049
25.02	0.011523	-0.018328192	-0.02043252	-0.012341	0.004300	-0.00434
25.03	0.012081	-0.017779996	-0.019851565	-0.011789	0.005000	-0.00379
25.04	0.012635	-0.017230963	-0.019270749	-0.011236	0.005600	-0.00324
25.05	0.013185	-0.016681209	-0.018690194	-0.010682	0.006200	-0.00268
25.06	0.013730	-0.016130848	-0.018110022	-0.010128	0.006800	-0.00213
25.07	0.014272	-0.015579993	-0.017530354	-0.009573	0.007400	-0.00158
25.08	0.014808	-0.015028757	-0.016951311	-0.009019	0.008000	-0.00103
25.09	0.015340	-0.014477255	-0.016373013	-0.008464	0.008500	-0.00048
25.1	0.015868	-0.013925599	-0.01579558	-0.007909	0.009100	7E-05
25.11	0.016390	-0.013373903	-0.015219131	-0.007355	0.009700	0.00061
25.12	0.016908	-0.012822279	-0.014643785	-0.006801	0.010300	0.00116
25.13	0.017420	-0.012270839	-0.01406966	-0.006247	0.010900	0.0017
25.14	0.017928	-0.011719695	-0.013496875	-0.005693	0.011400	0.00224
25.15	0.018430	-0.011168959	-0.012925545	-0.005141	0.012000	0.00278
25.16	0.018927	-0.010618742	-0.012355788	-0.004589	0.012600	0.00332
25.17	0.019418	-0.010069156	-0.011787719	-0.004038	0.013100	0.00386
25.18	0.019904	-0.009520311	-0.011221453	-0.003488	0.013700	0.00439
25.19	0.020385	-0.008972316	-0.010657106	-0.002939	0.014300	0.00492
