Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
28.99	-0.004475	-0.024322213	-0.028748542	-0.019258	-0.009700	-0.01314
29	-0.004124	-0.024071114	-0.028471119	-0.019025	-0.009400	-0.01285
29.01	-0.003773	-0.023817011	-0.028191205	-0.018788	-0.009000	-0.01256
29.02	-0.003422	-0.023559967	-0.027908867	-0.018549	-0.008600	-0.01226
29.03	-0.003071	-0.023300048	-0.02762417	-0.018306	-0.008300	-0.01197
29.04	-0.002720	-0.023037318	-0.027337181	-0.018059	-0.007900	-0.01167
29.05	-0.002370	-0.022771843	-0.027047966	-0.017810	-0.007600	-0.01137
29.06	-0.002020	-0.022503687	-0.026756592	-0.017557	-0.007200	-0.01107
29.07	-0.001671	-0.022232917	-0.026463125	-0.017302	-0.006900	-0.01076
29.08	-0.001322	-0.021959599	-0.026167635	-0.017043	-0.006500	-0.01046
29.09	-0.000974	-0.021683801	-0.025870187	-0.016782	-0.006100	-0.01015
29.1	-0.000627	-0.021405589	-0.02557085	-0.016517	-0.005800	-0.00985
29.11	-0.000280	-0.021125031	-0.025269692	-0.016250	-0.005400	-0.00954
29.12	0.000065	-0.020842195	-0.024966781	-0.015980	-0.005100	-0.00923
29.13	0.000410	-0.020557149	-0.024662185	-0.015707	-0.004700	-0.00892
29.14	0.000754	-0.020269962	-0.024355974	-0.015431	-0.004300	-0.00861
29.15	0.001096	-0.019980702	-0.024048215	-0.015153	-0.004000	-0.0083
29.16	0.001437	-0.019689439	-0.023738979	-0.014873	-0.003600	-0.00798
29.17	0.001778	-0.019396242	-0.023428333	-0.014590	-0.003300	-0.00767
29.18	0.002116	-0.01910118	-0.023116347	-0.014305	-0.002900	-0.00736
29.19	0.002454	-0.018804323	-0.02280309	-0.014017	-0.002500	-0.00704
29.2	0.002790	-0.018505741	-0.022488631	-0.013727	-0.002200	-0.00672
29.21	0.003124	-0.018205505	-0.022173041	-0.013435	-0.001800	-0.00641
29.22	0.003457	-0.017903684	-0.021856388	-0.013141	-0.001500	-0.00609
29.23	0.003788	-0.017600349	-0.021538741	-0.012845	-0.001100	-0.00577
29.24	0.004118	-0.017295571	-0.021220171	-0.012547	-0.000700	-0.00546
29.25	0.004445	-0.016989421	-0.020900746	-0.012247	-0.000400	-0.00514
29.26	0.004771	-0.016681968	-0.020580537	-0.011945	0.000000	-0.00482
29.27	0.005095	-0.016373285	-0.020259613	-0.011641	0.000300	-0.00451
29.28	0.005417	-0.016063442	-0.019938042	-0.011336	0.000700	-0.00419
29.29	0.005737	-0.01575251	-0.019615896	-0.011029	0.001000	-0.00387
29.3	0.006054	-0.01544056	-0.019293242	-0.010720	0.001400	-0.00355
29.31	0.006370	-0.015127663	-0.01897015	-0.010410	0.001700	-0.00324
29.32	0.006683	-0.014813891	-0.01864669	-0.010099	0.002100	-0.00292
29.33	0.006994	-0.014499314	-0.018322929	-0.009786	0.002400	-0.0026
29.34	0.007302	-0.014184003	-0.017998939	-0.009472	0.002800	-0.00229
29.35	0.007609	-0.013868029	-0.017674786	-0.009156	0.003100	-0.00197
29.36	0.007912	-0.013551464	-0.01735054	-0.008840	0.003500	-0.00166
29.37	0.008213	-0.013234377	-0.017026269	-0.008522	0.003800	-0.00134
29.38	0.008512	-0.012916841	-0.016702042	-0.008204	0.004100	-0.00103
29.39	0.008808	-0.012598924	-0.016377927	-0.007885	0.004500	-0.00072
29.4	0.009101	-0.012280699	-0.016053992	-0.007564	0.004800	-0.0004
29.41	0.009391	-0.011962234	-0.015730303	-0.007243	0.005200	-9E-05
29.42	0.009679	-0.011643601	-0.01540693	-0.006922	0.005500	0.00022
29.43	0.009963	-0.011324868	-0.015083939	-0.006599	0.005800	0.00053
29.44	0.010245	-0.011006107	-0.014761397	-0.006276	0.006100	0.00083
29.45	0.010524	-0.010687387	-0.01443937	-0.005953	0.006500	0.00114
29.46	0.010800	-0.010368776	-0.014117926	-0.005629	0.006800	0.00145
29.47	0.011073	-0.010050344	-0.01379713	-0.005305	0.007100	0.00175
29.48	0.011342	-0.00973216	-0.013477048	-0.004981	0.007400	0.00205
29.49	0.011609	-0.009414292	-0.013157746	-0.004656	0.007800	0.00236
29.5	0.011872	-0.009096809	-0.012839289	-0.004331	0.008100	0.00266
29.51	0.012132	-0.008779778	-0.012521742	-0.004006	0.008400	0.00295
29.52	0.012389	-0.008463268	-0.012205168	-0.003682	0.008700	0.00325
29.53	0.012642	-0.008147345	-0.011889633	-0.003357	0.009000	0.00355
29.54	0.012892	-0.007832077	-0.0115752	-0.003032	0.009300	0.00384
29.55	0.013139	-0.00751753	-0.011261932	-0.002708	0.009600	0.00413
29.56	0.013382	-0.00720377	-0.010949892	-0.002384	0.009900	0.00442
29.57	0.013621	-0.006890864	-0.010639143	-0.002060	0.010200	0.00471
29.58	0.013857	-0.006578876	-0.010329746	-0.001737	0.010500	0.005
29.59	0.014090	-0.006267871	-0.010021764	-0.001414	0.010800	0.00528
29.6	0.014319	-0.005957915	-0.009715256	-0.001092	0.011100	0.00557
29.61	0.014544	-0.005649071	-0.009410285	-0.000770	0.011300	0.00585
29.62	0.014765	-0.005341404	-0.00910691	-0.000450	0.011600	0.00612
29.63	0.014983	-0.005034975	-0.00880519	-0.000130	0.011900	0.0064
29.64	0.015197	-0.004729848	-0.008505186	0.000189	0.012200	0.00667
29.65	0.015407	-0.004426086	-0.008206955	0.000508	0.012400	0.00695
29.66	0.015613	-0.004123749	-0.007910556	0.000825	0.012700	0.00721
29.67	0.015815	-0.003822899	-0.007616046	0.001141	0.013000	0.00748
29.68	0.016013	-0.003523597	-0.007323482	0.001456	0.013200	0.00775
29.69	0.016207	-0.003225902	-0.007032922	0.001770	0.013500	0.00801
29.7	0.016398	-0.002929875	-0.00674442	0.002083	0.013700	0.00827
29.71	0.016584	-0.002635574	-0.006458032	0.002394	0.014000	0.00852
29.72	0.016766	-0.002343057	-0.006173813	0.002704	0.014200	0.00878
29.73	0.016944	-0.002052382	-0.005891817	0.003012	0.014500	0.00903
29.74	0.017117	-0.001763607	-0.005612098	0.003319	0.014700	0.00928
29.75	0.017287	-0.001476788	-0.005334708	0.003624	0.014900	0.00952
29.76	0.017453	-0.001191981	-0.0050597	0.003928	0.015200	0.00977
29.77	0.017614	-0.000909241	-0.004787124	0.004230	0.015400	0.01001
29.78	0.017771	-0.000628622	-0.004517034	0.004530	0.015600	0.01024
29.79	0.017923	-0.000350179	-0.004249477	0.004828	0.015800	0.01048
29.8	0.018072	-7.39654E-05	-0.003984505	0.005125	0.016100	0.01071
29.81	0.018216	0.000199967	-0.003722167	0.005419	0.016300	0.01094
29.82	0.018355	0.000471566	-0.00346251	0.005712	0.016500	0.01116
29.83	0.018491	0.000740781	-0.003205581	0.006002	0.016700	0.01139
29.84	0.018622	0.00100756	-0.002951429	0.006290	0.016900	0.0116
29.85	0.018748	0.001271855	-0.0027001	0.006576	0.017100	0.01182
29.86	0.018871	0.001533616	-0.002451638	0.006860	0.017300	0.01203
29.87	0.018988	0.001792794	-0.002206088	0.007141	0.017400	0.01224
29.88	0.019102	0.002049343	-0.001963495	0.007420	0.017600	0.01245
29.89	0.019211	0.002303215	-0.001723901	0.007697	0.017800	0.01265
29.9	0.019315	0.002554365	-0.00148735	0.007971	0.018000	0.01285
29.91	0.019415	0.002802747	-0.001253883	0.008242	0.018200	0.01305
29.92	0.019511	0.003048317	-0.001023541	0.008511	0.018300	0.01324
29.93	0.019602	0.00329103	-0.000796364	0.008777	0.018500	0.01343
29.94	0.019688	0.003530845	-0.000572391	0.009041	0.018600	0.01362
29.95	0.019770	0.003767719	-0.000351662	0.009302	0.018800	0.0138
29.96	0.019848	0.00400161	-0.000134215	0.009560	0.018900	0.01398
29.97	0.019921	0.004232478	7.99E-05	0.009815	0.019100	0.01415
29.98	0.019990	0.004460284	0.000290689	0.010067	0.019200	0.01432
29.99	0.020054	0.004684988	0.000498074	0.010316	0.019300	0.01449
30	0.020114	0.004906553	0.000702033	0.010563	0.019500	0.01466
30.01	0.020169	0.005124941	0.000902534	0.010806	0.019600	0.01482
30.02	0.020220	0.005340116	0.001099544	0.011046	0.019700	0.01498
30.03	0.020266	0.005552043	0.001293029	0.011283	0.019800	0.01513
30.04	0.020308	0.005760686	0.00148296	0.011516	0.019900	0.01528
30.05	0.020345	0.005966012	0.001669304	0.011747	0.020100	0.01543
30.06	0.020378	0.006167988	0.001852033	0.011974	0.020200	0.01557
30.07	0.020406	0.006366582	0.002031118	0.012198	0.020300	0.01571
30.08	0.020430	0.006561762	0.002206531	0.012419	0.020300	0.01584
30.09	0.020449	0.006753498	0.002378244	0.012636	0.020400	0.01597
30.1	0.020464	0.006941761	0.002546231	0.012849	0.020500	0.0161
30.11	0.020475	0.007126522	0.002710467	0.013059	0.020600	0.01622
30.12	0.020481	0.007307754	0.002870928	0.013266	0.020700	0.01634
30.13	0.020482	0.007485428	0.003027589	0.013469	0.020700	0.01646
30.14	0.020480	0.00765952	0.003180428	0.013669	0.020800	0.01657
30.15	0.020473	0.007830004	0.003329423	0.013864	0.020900	0.01668
30.16	0.020461	0.007996856	0.003474552	0.014056	0.020900	0.01678
30.17	0.020445	0.008160053	0.003615796	0.014245	0.021000	0.01688
30.18	0.020425	0.008319572	0.003753135	0.014430	0.021000	0.01698
30.19	0.020400	0.008475391	0.003886551	0.014611	0.021100	0.01707
30.2	0.020371	0.00862749	0.004016026	0.014788	0.021100	0.01716
30.21	0.020338	0.008775849	0.004141543	0.014961	0.021100	0.01725
30.22	0.020300	0.00892045	0.004263087	0.015130	0.021200	0.01733
30.23	0.020258	0.009061273	0.004380642	0.015296	0.021200	0.01741
30.24	0.020212	0.009198303	0.004494196	0.015457	0.021200	0.01748
30.25	0.020162	0.009331522	0.004603733	0.015615	0.021200	0.01755
30.26	0.020107	0.009460916	0.004709243	0.015769	0.021200	0.01761
30.27	0.020048	0.00958647	0.004810714	0.015919	0.021200	0.01768
30.28	0.019985	0.00970817	0.004908135	0.016064	0.021200	0.01773
30.29	0.019918	0.009826004	0.005001497	0.016206	0.021200	0.01779
30.3	0.019847	0.00993996	0.00509079	0.016343	0.021200	0.01784
30.31	0.019772	0.010050027	0.005176008	0.016477	0.021200	0.01788
30.32	0.019692	0.010156195	0.005257142	0.016606	0.021200	0.01792
30.33	0.019609	0.010258455	0.005334188	0.016732	0.021200	0.01796
30.34	0.019521	0.010356799	0.005407139	0.016853	0.021200	0.018
30.35	0.019430	0.010451219	0.005475992	0.016970	0.021100	0.01803
30.36	0.019334	0.010541709	0.005540743	0.017083	0.021100	0.01805
30.37	0.019235	0.010628263	0.005601389	0.017191	0.021000	0.01808
30.38	0.019132	0.010710876	0.005657929	0.017296	0.021000	0.01809
30.39	0.019024	0.010789545	0.005710362	0.017396	0.021000	0.01811
30.4	0.018914	0.010864267	0.005758688	0.017492	0.020900	0.01812
30.41	0.018799	0.010935038	0.005802907	0.017584	0.020800	0.01813
30.42	0.018680	0.011001859	0.005843022	0.017671	0.020800	0.01813
30.43	0.018558	0.011064729	0.005879035	0.017754	0.020700	0.01813
30.44	0.018432	0.011123647	0.00591095	0.017833	0.020600	0.01813
30.45	0.018303	0.011178616	0.005938771	0.017908	0.020600	0.01812
30.46	0.018170	0.011229637	0.005962503	0.017979	0.020500	0.01811
30.47	0.018033	0.011276714	0.005982152	0.018045	0.020400	0.01809
30.48	0.017893	0.011319849	0.005997725	0.018107	0.020300	0.01807
30.49	0.017749	0.011359049	0.00600923	0.018165	0.020200	0.01805
30.5	0.017602	0.011394317	0.006016676	0.018218	0.020100	0.01802
30.51	0.017452	0.011425661	0.006020071	0.018267	0.020000	0.01799
30.52	0.017298	0.011453087	0.006019426	0.018312	0.019900	0.01796
30.53	0.017141	0.011476603	0.006014752	0.018352	0.019800	0.01792
30.54	0.016980	0.011496218	0.006006061	0.018389	0.019700	0.01788
30.55	0.016817	0.011511942	0.005993366	0.018421	0.019600	0.01784
30.56	0.016650	0.011523784	0.00597668	0.018448	0.019500	0.01779
30.57	0.016480	0.011531756	0.005956016	0.018472	0.019400	0.01774
30.58	0.016307	0.01153587	0.005931392	0.018491	0.019200	0.01768
30.59	0.016131	0.011536137	0.005902821	0.018506	0.019100	0.01762
30.6	0.015952	0.011532572	0.005870322	0.018517	0.019000	0.01756
30.61	0.015770	0.011525189	0.005833911	0.018523	0.018800	0.01749
30.62	0.015585	0.011514002	0.005793606	0.018525	0.018700	0.01742
30.63	0.015397	0.011499027	0.005749427	0.018523	0.018600	0.01735
30.64	0.015206	0.011480281	0.005701393	0.018517	0.018400	0.01728
30.65	0.015013	0.01145778	0.005649525	0.018507	0.018300	0.0172
30.66	0.014817	0.011431543	0.005593844	0.018492	0.018100	0.01711
30.67	0.014618	0.011401587	0.005534372	0.018474	0.017900	0.01703
30.68	0.014416	0.011367933	0.005471131	0.018451	0.017800	0.01694
30.69	0.014212	0.011330599	0.005404146	0.018424	0.017600	0.01685
30.7	0.014006	0.011289608	0.00533344	0.018393	0.017400	0.01675
30.71	0.013797	0.01124498	0.005259039	0.018358	0.017300	0.01665
30.72	0.013585	0.011196737	0.005180967	0.018318	0.017100	0.01655
30.73	0.013372	0.011144902	0.005099252	0.018275	0.016900	0.01645
30.74	0.013156	0.011089498	0.00501392	0.018228	0.016700	0.01634
30.75	0.012937	0.011030549	0.004924998	0.018177	0.016500	0.01623
30.76	0.012717	0.01096808	0.004832516	0.018121	0.016400	0.01611
30.77	0.012494	0.010902117	0.004736503	0.018062	0.016200	0.01599
30.78	0.012270	0.010832685	0.004636987	0.017999	0.016000	0.01587
30.79	0.012043	0.01075981	0.004534	0.017932	0.015800	0.01575
30.8	0.011814	0.010683521	0.004427571	0.017861	0.015600	0.01563
30.81	0.011583	0.010603845	0.004317734	0.017786	0.015400	0.0155
30.82	0.011351	0.010520809	0.004204521	0.017708	0.015200	0.01537
30.83	0.011116	0.010434444	0.004087963	0.017625	0.015000	0.01523
30.84	0.010880	0.010344779	0.003968095	0.017539	0.014800	0.0151
30.85	0.010642	0.010251843	0.003844951	0.017449	0.014500	0.01496
30.86	0.010403	0.010155668	0.003718565	0.017355	0.014300	0.01481
30.87	0.010162	0.010056285	0.003588973	0.017258	0.014100	0.01467
30.88	0.009919	0.009953726	0.00345621	0.017157	0.013900	0.01452
30.89	0.009675	0.009848022	0.003320313	0.017053	0.013700	0.01437
30.9	0.009430	0.009739208	0.00318132	0.016944	0.013400	0.01422
30.91	0.009183	0.009627315	0.003039267	0.016833	0.013200	0.01406
30.92	0.008934	0.009512379	0.002894192	0.016718	0.013000	0.01391
30.93	0.008685	0.009394433	0.002746135	0.016599	0.012700	0.01375
30.94	0.008434	0.009273513	0.002595134	0.016477	0.012500	0.01359
30.95	0.008182	0.009149653	0.00244123	0.016352	0.012300	0.01342
30.96	0.007929	0.00902289	0.002284461	0.016223	0.012000	0.01325
30.97	0.007675	0.00889326	0.002124869	0.016091	0.011800	0.01309
30.98	0.007420	0.008760799	0.001962495	0.015955	0.011600	0.01292
30.99	0.007165	0.008625545	0.001797381	0.015817	0.011300	0.01274
31	0.006908	0.008487535	0.001629568	0.015675	0.011100	0.01257
31.01	0.006650	0.008346808	0.0014591	0.015530	0.010800	0.01239
31.02	0.006392	0.008203401	0.001286018	0.015382	0.010600	0.01221
31.03	0.006133	0.008057354	0.001110367	0.015231	0.010300	0.01203
31.04	0.005873	0.007908706	0.000932191	0.015077	0.010100	0.01185
31.05	0.005613	0.007757496	0.000751533	0.014919	0.009800	0.01166
31.06	0.005352	0.007603764	0.000568438	0.014759	0.009600	0.01148
31.07	0.005091	0.007447552	0.000382951	0.014596	0.009300	0.01129
31.08	0.004829	0.007288898	0.000195118	0.014431	0.009000	0.0111
31.09	0.004567	0.007127845	4.98E-06	0.014262	0.008800	0.01091
31.1	0.004305	0.006964434	-0.000187404	0.014091	0.008500	0.01071
31.11	0.004042	0.006798706	-0.000382	0.013917	0.008300	0.01052
31.12	0.003779	0.006630704	-0.000578757	0.013740	0.008000	0.01032
31.13	0.003517	0.00646047	-0.000777628	0.013561	0.007700	0.01012
31.14	0.003254	0.006288045	-0.000978565	0.013379	0.007500	0.00992
31.15	0.002991	0.006113474	-0.001181521	0.013195	0.007200	0.00972
31.16	0.002728	0.0059368	-0.001386447	0.013008	0.006900	0.00952
31.17	0.002465	0.005758065	-0.001593296	0.012819	0.006700	0.00932
31.18	0.002203	0.005577313	-0.001802017	0.012627	0.006400	0.00911
31.19	0.001941	0.005394589	-0.002012564	0.012433	0.006100	0.0089
31.2	0.001679	0.005209936	-0.002224885	0.012237	0.005900	0.0087
31.21	0.001417	0.005023398	-0.002438933	0.012039	0.005600	0.00849
31.22	0.001156	0.004835021	-0.002654657	0.011838	0.005300	0.00828
31.23	0.000895	0.004644849	-0.002872007	0.011636	0.005100	0.00807
31.24	0.000635	0.004452927	-0.003090933	0.011431	0.004800	0.00786
31.25	0.000375	0.0042593	-0.003311385	0.011224	0.004500	0.00764
31.26	0.000116	0.004064013	-0.003533313	0.011016	0.004200	0.00743
31.27	-0.000142	0.003867112	-0.003756665	0.010805	0.004000	0.00721
31.28	-0.000400	0.003668642	-0.003981392	0.010593	0.003700	0.007
31.29	-0.000657	0.003468649	-0.004207441	0.010379	0.003400	0.00678
31.3	-0.000912	0.003267179	-0.004434762	0.010163	0.003100	0.00657
31.31	-0.001167	0.003064279	-0.004663304	0.009946	0.002900	0.00635
31.32	-0.001422	0.002859993	-0.004893015	0.009727	0.002600	0.00613
31.33	-0.001675	0.002654369	-0.005123843	0.009506	0.002300	0.00591
31.34	-0.001927	0.002447452	-0.005355738	0.009284	0.002100	0.00569
31.35	-0.002177	0.002239289	-0.005588647	0.009060	0.001800	0.00547
31.36	-0.002427	0.002029926	-0.005822518	0.008835	0.001500	0.00525
31.37	-0.002676	0.001819411	-0.006057301	0.008609	0.001200	0.00503
31.38	-0.002923	0.001607788	-0.006292942	0.008381	0.001000	0.00481
31.39	-0.003169	0.001395106	-0.00652939	0.008153	0.000700	0.00459
31.4	-0.003413	0.001181411	-0.006766593	0.007923	0.000400	0.00437
31.41	-0.003656	0.000966749	-0.007004499	0.007691	0.000200	0.00414
31.42	-0.003898	0.000751167	-0.007243057	0.007459	-0.000100	0.00392
31.43	-0.004138	0.000534712	-0.007482213	0.007226	-0.000400	0.0037
31.44	-0.004377	0.000317431	-0.007721916	0.006992	-0.000600	0.00348
31.45	-0.004614	9.93692E-05	-0.007962114	0.006757	-0.000900	0.00326
31.46	-0.004850	-0.000119425	-0.008202755	0.006521	-0.001200	0.00303
31.47	-0.005083	-0.000338907	-0.008443787	0.006284	-0.001400	0.00281
31.48	-0.005315	-0.000559028	-0.008685158	0.006047	-0.001700	0.00259
31.49	-0.005546	-0.000779742	-0.008926817	0.005809	-0.001900	0.00237
31.5	-0.005774	-0.001001004	-0.009168711	0.005570	-0.002200	0.00214
31.51	-0.006001	-0.001222766	-0.00941079	0.005331	-0.002500	0.00192
31.52	-0.006225	-0.001444982	-0.009653001	0.005091	-0.002700	0.0017
31.53	-0.006448	-0.001667606	-0.009895293	0.004851	-0.003000	0.00148
31.54	-0.006669	-0.001890592	-0.010137616	0.004610	-0.003200	0.00126
31.55	-0.006888	-0.002113894	-0.010379916	0.004369	-0.003500	0.00104
31.56	-0.007104	-0.002337465	-0.010622145	0.004128	-0.003700	0.00082
31.57	-0.007319	-0.00256126	-0.01086425	0.003887	-0.004000	0.0006
31.58	-0.007532	-0.002785234	-0.011106181	0.003645	-0.004200	0.00038
31.59	-0.007742	-0.00300934	-0.011347888	0.003403	-0.004500	0.00016
31.6	-0.007950	-0.003233533	-0.01158932	0.003161	-0.004700	-6E-05
31.61	-0.008156	-0.003457768	-0.011830426	0.002920	-0.005000	-0.00028
31.62	-0.008359	-0.003682	-0.012071158	0.002678	-0.005200	-0.00049
31.63	-0.008561	-0.003906184	-0.012311464	0.002436	-0.005500	-0.00071
31.64	-0.008759	-0.004130275	-0.012551296	0.002195	-0.005700	-0.00093
31.65	-0.008956	-0.004354228	-0.012790605	0.001953	-0.005900	-0.00114
31.66	-0.009150	-0.004577999	-0.01302934	0.001712	-0.006200	-0.00135
31.67	-0.009341	-0.004801544	-0.013267454	0.001472	-0.006400	-0.00157
31.68	-0.009530	-0.005024819	-0.013504898	0.001231	-0.006600	-0.00178
31.69	-0.009717	-0.005247779	-0.013741623	0.000991	-0.006900	-0.00199
31.7	-0.009900	-0.005470382	-0.013977581	0.000752	-0.007100	-0.0022
31.71	-0.010082	-0.005692585	-0.014212725	0.000513	-0.007300	-0.00241
31.72	-0.010260	-0.005914343	-0.014447008	0.000275	-0.007600	-0.00262
31.73	-0.010436	-0.006135614	-0.014680381	0.000037	-0.007800	-0.00282
31.74	-0.010609	-0.006356356	-0.014912799	-0.000200	-0.008000	-0.00303
31.75	-0.010779	-0.006576525	-0.015144215	-0.000436	-0.008200	-0.00323
31.76	-0.010947	-0.006796081	-0.015374582	-0.000672	-0.008400	-0.00344
31.77	-0.011111	-0.007014981	-0.015603855	-0.000907	-0.008600	-0.00364
31.78	-0.011273	-0.007233184	-0.015831989	-0.001141	-0.008900	-0.00384
31.79	-0.011432	-0.007450647	-0.016058938	-0.001374	-0.009100	-0.00404
31.8	-0.011588	-0.007667332	-0.016284658	-0.001605	-0.009300	-0.00424
31.81	-0.011741	-0.007883196	-0.016509104	-0.001836	-0.009500	-0.00443
31.82	-0.011892	-0.008098199	-0.016732233	-0.002066	-0.009700	-0.00463
31.83	-0.012039	-0.008312301	-0.016954001	-0.002295	-0.009900	-0.00482
31.84	-0.012183	-0.008525463	-0.017174364	-0.002523	-0.010100	-0.00501
31.85	-0.012324	-0.008737645	-0.017393281	-0.002749	-0.010200	-0.0052
31.86	-0.012462	-0.008948808	-0.017610708	-0.002974	-0.010400	-0.00539
31.87	-0.012597	-0.009158914	-0.017826604	-0.003198	-0.010600	-0.00558
31.88	-0.012729	-0.009367923	-0.018040928	-0.003420	-0.010800	-0.00577
31.89	-0.012858	-0.009575797	-0.018253638	-0.003641	-0.011000	-0.00595
31.9	-0.012984	-0.0097825	-0.018464694	-0.003861	-0.011200	-0.00613
31.91	-0.013106	-0.009987993	-0.018674056	-0.004079	-0.011300	-0.00632
31.92	-0.013226	-0.01019224	-0.018881684	-0.004296	-0.011500	-0.00649
31.93	-0.013342	-0.010395203	-0.019087539	-0.004511	-0.011700	-0.00667
31.94	-0.013455	-0.010596848	-0.019291583	-0.004725	-0.011900	-0.00685
31.95	-0.013565	-0.010797137	-0.019493777	-0.004936	-0.012000	-0.00702
31.96	-0.013671	-0.010996035	-0.019694083	-0.005146	-0.012200	-0.00719
31.97	-0.013774	-0.011193507	-0.019892465	-0.005355	-0.012300	-0.00736
31.98	-0.013875	-0.011389519	-0.020088886	-0.005562	-0.012500	-0.00753
31.99	-0.013971	-0.011584036	-0.02028331	-0.005766	-0.012600	-0.0077
32	-0.014065	-0.011777024	-0.0204757	-0.005969	-0.012800	-0.00786
32.01	-0.014155	-0.01196845	-0.020666023	-0.006171	-0.012900	-0.00802
32.02	-0.014242	-0.01215828	-0.020854243	-0.006370	-0.013100	-0.00818
32.03	-0.014326	-0.012346482	-0.021040326	-0.006567	-0.013200	-0.00834
32.04	-0.014406	-0.012533023	-0.021224239	-0.006762	-0.013300	-0.0085
32.05	-0.014483	-0.012717872	-0.02140595	-0.006956	-0.013500	-0.00865
32.06	-0.014557	-0.012900998	-0.021585425	-0.007147	-0.013600	-0.0088
32.07	-0.014628	-0.013082369	-0.021762633	-0.007336	-0.013700	-0.00895
32.08	-0.014695	-0.013261955	-0.021937542	-0.007523	-0.013900	-0.0091
32.09	-0.014758	-0.013439725	-0.022110122	-0.007708	-0.014000	-0.00924
32.1	-0.014819	-0.013615651	-0.022280344	-0.007890	-0.014100	-0.00938
32.11	-0.014876	-0.013789702	-0.022448176	-0.008071	-0.014200	-0.00952
32.12	-0.014930	-0.01396185	-0.022613591	-0.008249	-0.014300	-0.00966
32.13	-0.014980	-0.014132068	-0.02277656	-0.008425	-0.014400	-0.0098
32.14	-0.015027	-0.014300326	-0.022937055	-0.008598	-0.014500	-0.00993
32.15	-0.015070	-0.014466598	-0.02309505	-0.008769	-0.014600	-0.01006
32.16	-0.015111	-0.014630857	-0.023250517	-0.008938	-0.014700	-0.01019
32.17	-0.015148	-0.014793076	-0.023403431	-0.009105	-0.014800	-0.01032
32.18	-0.015181	-0.014953229	-0.023553766	-0.009269	-0.014900	-0.01044
32.19	-0.015211	-0.015111291	-0.023701498	-0.009430	-0.015000	-0.01056
32.2	-0.015238	-0.015267237	-0.023846603	-0.009589	-0.015100	-0.01068
32.21	-0.015262	-0.015421043	-0.023989057	-0.009746	-0.015200	-0.0108
32.22	-0.015282	-0.015572684	-0.024128837	-0.009900	-0.015200	-0.01091
32.23	-0.015298	-0.015722136	-0.024265921	-0.010051	-0.015300	-0.01103
32.24	-0.015312	-0.015869378	-0.024400288	-0.010200	-0.015400	-0.01114
32.25	-0.015322	-0.016014385	-0.024531916	-0.010347	-0.015400	-0.01124
32.26	-0.015328	-0.016157137	-0.024660785	-0.010490	-0.015500	-0.01135
32.27	-0.015332	-0.016297611	-0.024786876	-0.010631	-0.015600	-0.01145
32.28	-0.015332	-0.016435787	-0.024910169	-0.010770	-0.015600	-0.01155
32.29	-0.015329	-0.016571644	-0.025030647	-0.010906	-0.015700	-0.01164
32.3	-0.015322	-0.016705162	-0.02514829	-0.011039	-0.015700	-0.01174
32.31	-0.015312	-0.01683632	-0.025263083	-0.011169	-0.015800	-0.01183
32.32	-0.015299	-0.016965102	-0.025375009	-0.011297	-0.015800	-0.01192
32.33	-0.015282	-0.017091487	-0.025484051	-0.011421	-0.015800	-0.012
32.34	-0.015263	-0.017215457	-0.025590195	-0.011544	-0.015900	-0.01209
32.35	-0.015240	-0.017336996	-0.025693427	-0.011663	-0.015900	-0.01217
32.36	-0.015214	-0.017456086	-0.025793732	-0.011779	-0.015900	-0.01225
32.37	-0.015184	-0.017572711	-0.025891097	-0.011893	-0.015900	-0.01232
32.38	-0.015152	-0.017686854	-0.025985509	-0.012004	-0.016000	-0.0124
32.39	-0.015116	-0.017798501	-0.026076958	-0.012112	-0.016000	-0.01247
32.4	-0.015077	-0.017907636	-0.026165431	-0.012218	-0.016000	-0.01253
32.41	-0.015035	-0.018014245	-0.026250918	-0.012320	-0.016000	-0.0126
32.42	-0.014990	-0.018118314	-0.026333408	-0.012420	-0.016000	-0.01266
32.43	-0.014941	-0.01821983	-0.026412894	-0.012516	-0.016000	-0.01272
32.44	-0.014890	-0.01831878	-0.026489365	-0.012610	-0.016000	-0.01278
32.45	-0.014835	-0.018415151	-0.026562815	-0.012701	-0.016000	-0.01283
32.46	-0.014778	-0.018508932	-0.026633235	-0.012789	-0.016000	-0.01288
32.47	-0.014717	-0.018600111	-0.026700619	-0.012874	-0.016000	-0.01293
32.48	-0.014654	-0.018688678	-0.026764962	-0.012956	-0.016000	-0.01298
32.49	-0.014587	-0.018774622	-0.026826258	-0.013036	-0.016000	-0.01302
32.5	-0.014518	-0.018857935	-0.026884501	-0.013112	-0.015900	-0.01306
32.51	-0.014445	-0.018938606	-0.026939689	-0.013186	-0.015900	-0.0131
32.52	-0.014370	-0.019016627	-0.026991817	-0.013256	-0.015900	-0.01313
32.53	-0.014292	-0.019091989	-0.027040883	-0.013324	-0.015800	-0.01316
32.54	-0.014210	-0.019164686	-0.027086885	-0.013389	-0.015800	-0.01319
32.55	-0.014126	-0.01923471	-0.027129822	-0.013450	-0.015800	-0.01322
32.56	-0.014040	-0.019302055	-0.027169692	-0.013509	-0.015700	-0.01324
32.57	-0.013950	-0.019366714	-0.027206496	-0.013565	-0.015700	-0.01327
