Time (s)   Float Heave (m) Plate Heave (m)
31.04          -0.72003118    -21.29194739
31.05          -0.72003378    -21.29195315
31.06          -0.72003637    -21.29195891
31.07          -0.72003894    -21.29196466
31.08          -0.72004148    -21.29197040
31.09          -0.72004402    -21.29197614
31.10          -0.72004653    -21.29198188
31.11          -0.72004902    -21.29198761
31.12          -0.72005149    -21.29199333
31.13          -0.72005395    -21.29199905
31.14          -0.72005638    -21.29200477
31.15          -0.72005880    -21.29201048
31.16          -0.72006119    -21.29201618
31.17          -0.72006357    -21.29202188
31.18          -0.72006592    -21.29202758
31.19          -0.72006825    -21.29203327
31.20          -0.72007056    -21.29203896
31.21          -0.72007284    -21.29204464
31.22          -0.72007510    -21.29205031
31.23          -0.72007735    -21.29205598
31.24          -0.72007956    -21.29206165
31.25          -0.72008176    -21.29206730
31.26          -0.72008393    -21.29207296
31.27          -0.72008608    -21.29207861
31.28          -0.72008820    -21.29208425
31.29          -0.72009030    -21.29208989
31.30          -0.72009237    -21.29209552
31.31          -0.72009442    -21.29210115
31.32          -0.72009644    -21.29210678
31.33          -0.72009844    -21.29211239
31.34          -0.72010041    -21.29211801
31.35          -0.72010236    -21.29212361
31.36          -0.72010428    -21.29212922
31.37          -0.72010618    -21.29213481
31.38          -0.72010804    -21.29214040
31.39          -0.72010989    -21.29214599
31.40          -0.72011170    -21.29215157
31.41          -0.72011349    -21.29215714
31.42          -0.72011525    -21.29216271
31.43          -0.72011698    -21.29216828
31.44          -0.72011868    -21.29217384
31.45          -0.72012036    -21.29217939
31.46          -0.72012201    -21.29218494
31.47          -0.72012363    -21.29219048
31.48          -0.72012522    -21.29219602
31.49          -0.72012679    -21.29220155
31.50          -0.72012832    -21.29220707
31.51          -0.72012983    -21.29221259
31.52          -0.72013130    -21.29221811
31.53          -0.72013275    -21.29222362
31.54          -0.72013417    -21.29222912
31.55          -0.72013556    -21.29223462
31.56          -0.72013692    -21.29224011
31.57          -0.72013825    -21.29224560
31.58          -0.72013955    -21.29225108
31.59          -0.72014082    -21.29225655
31.60          -0.72014206    -21.29226202
31.61          -0.72014327    -21.29226748
31.62          -0.72014445    -21.29227294
31.63          -0.72014560    -21.29227839
31.64          -0.72014672    -21.29228384
31.65          -0.72014781    -21.29228928
31.66          -0.72014887    -21.29229471
31.67          -0.72014990    -21.29230014
31.68          -0.72015090    -21.29230557
31.69          -0.72015187    -21.29231098
31.70          -0.72015281    -21.29231639
31.71          -0.72015372    -21.29232180
31.72          -0.72015459    -21.29232720
31.73          -0.72015544    -21.29233259
31.74          -0.72015625    -21.29233798
31.75          -0.72015704    -21.29234336
31.76          -0.72015779    -21.29234874
31.77          -0.72015852    -21.29235411
31.78          -0.72015921    -21.29235947
31.79          -0.72015987    -21.29236483
31.80          -0.72016050    -21.29237018
31.81          -0.72016110    -21.29237552
31.82          -0.72016167    -21.29238086
31.83          -0.72016221    -21.29238620
31.84          -0.72016272    -21.29239152
31.85          -0.72016320    -21.29239685
31.86          -0.72016365    -21.29240216
31.87          -0.72016407    -21.29240747
31.88          -0.72016445    -21.29241277
31.89          -0.72016481    -21.29241807
31.90          -0.72016514    -21.29242336
31.91          -0.72016543    -21.29242864
31.92          -0.72016570    -21.29243392
31.93          -0.72016594    -21.29243919
31.94          -0.72016614    -21.29244446
31.95          -0.72016632    -21.29244971
31.96          -0.72016646    -21.29245497
31.97          -0.72016658    -21.29246021
31.98          -0.72016667    -21.29246545
31.99          -0.72016673    -21.29247069
32.00          -0.72016675    -21.29247591
32.01          -0.72016675    -21.29248113
32.02          -0.72016672    -21.29248635
32.03          -0.72016666    -21.29249156
32.04          -0.72016657    -21.29249676
32.05          -0.72016646    -21.29250195
32.06          -0.72016631    -21.29250714
32.07          -0.72016614    -21.29251232
32.08          -0.72016593    -21.29251750
32.09          -0.72016570    -21.29252267
32.10          -0.72016544    -21.29252783
32.11          -0.72016516    -21.29253299
32.12          -0.72016484    -21.29253814
32.13          -0.72016450    -21.29254328
32.14          -0.72016413    -21.29254841
32.15          -0.72016373    -21.29255354
32.16          -0.72016331    -21.29255867
32.17          -0.72016286    -21.29256378
32.18          -0.72016238    -21.29256889
32.19          -0.72016188    -21.29257400
32.20          -0.72016135    -21.29257909
32.21          -0.72016079    -21.29258418
32.22          -0.72016021    -21.29258926
32.23          -0.72015960    -21.29259434
32.24          -0.72015897    -21.29259941
32.25          -0.72015831    -21.29260447
32.26          -0.72015762    -21.29260953
32.27          -0.72015691    -21.29261458
32.28          -0.72015618    -21.29261962
32.29          -0.72015542    -21.29262465
32.30          -0.72015464    -21.29262968
32.31          -0.72015383    -21.29263470
32.32          -0.72015300    -21.29263972
32.33          -0.72015215    -21.29264472
32.34          -0.72015127    -21.29264972
32.35          -0.72015037    -21.29265472
32.36          -0.72014945    -21.29265970
32.37          -0.72014850    -21.29266468
32.38          -0.72014753    -21.29266966
32.39          -0.72014654    -21.29267462
32.40          -0.72014553    -21.29267958
32.41          -0.72014450    -21.29268453
32.42          -0.72014344    -21.29268948
32.43          -0.72014237    -21.29269441
32.44          -0.72014127    -21.29269934
32.45          -0.72014015    -21.29270427
32.46          -0.72013902    -21.29270918
32.47          -0.72013786    -21.29271409
32.48          -0.72013668    -21.29271899
32.49          -0.72013549    -21.29272389
32.50          -0.72013427    -21.29272878
32.51          -0.72013304    -21.29273366
32.52          -0.72013178    -21.29273853
32.53          -0.72013051    -21.29274340
32.54          -0.72012922    -21.29274825
32.55          -0.72012792    -21.29275310
32.56          -0.72012659    -21.29275795
32.57          -0.72012525    -21.29276279
32.58          -0.72012389    -21.29276761
32.59          -0.72012252    -21.29277244
32.60          -0.72012113    -21.29277725
32.61          -0.72011972    -21.29278206
32.62          -0.72011830    -21.29278686
32.63          -0.72011686    -21.29279165
32.64          -0.72011541    -21.29279644
32.65          -0.72011394    -21.29280121
32.66          -0.72011246    -21.29280598
32.67          -0.72011096    -21.29281075
32.68          -0.72010945    -21.29281550
32.69          -0.72010793    -21.29282025
32.70          -0.72010639    -21.29282499
32.71          -0.72010484    -21.29282972
32.72          -0.72010328    -21.29283445
32.73          -0.72010170    -21.29283917
32.74          -0.72010012    -21.29284388
32.75          -0.72009852    -21.29284858
32.76          -0.72009691    -21.29285327
32.77          -0.72009529    -21.29285796
32.78          -0.72009366    -21.29286264
32.79          -0.72009201    -21.29286731
32.80          -0.72009036    -21.29287198
32.81          -0.72008870    -21.29287663
32.82          -0.72008703    -21.29288128
32.83          -0.72008535    -21.29288592
32.84          -0.72008366    -21.29289056
32.85          -0.72008197    -21.29289518
32.86          -0.72008026    -21.29289980
32.87          -0.72007855    -21.29290441
32.88          -0.72007683    -21.29290901
32.89          -0.72007510    -21.29291361
32.90          -0.72007336    -21.29291820
32.91          -0.72007162    -21.29292278
32.92          -0.72006988    -21.29292735
32.93          -0.72006812    -21.29293191
32.94          -0.72006636    -21.29293647
32.95          -0.72006460    -21.29294101
32.96          -0.72006283    -21.29294555
32.97          -0.72006106    -21.29295009
32.98          -0.72005928    -21.29295461
32.99          -0.72005750    -21.29295913
33.00          -0.72005571    -21.29296363
33.01          -0.72005392    -21.29296813
33.02          -0.72005213    -21.29297263
33.03          -0.72005033    -21.29297711
33.04          -0.72004854    -21.29298159
33.05          -0.72004674    -21.29298606
33.06          -0.72004493    -21.29299052
33.07          -0.72004313    -21.29299497
33.08          -0.72004133    -21.29299941
33.09          -0.72003952    -21.29300385
33.10          -0.72003772    -21.29300828
33.11          -0.72003591    -21.29301270
33.12          -0.72003410    -21.29301711
33.13          -0.72003230    -21.29302151
33.14          -0.72003049    -21.29302591
33.15          -0.72002869    -21.29303029
33.16          -0.72002688    -21.29303467
33.17          -0.72002508    -21.29303904
33.18          -0.72002328    -21.29304341
33.19          -0.72002148    -21.29304776
33.20          -0.72001969    -21.29305211
33.21          -0.72001790    -21.29305645
33.22          -0.72001611    -21.29306078
33.23          -0.72001432    -21.29306510
33.24          -0.72001254    -21.29306941
33.25          -0.72001076    -21.29307372
33.26          -0.72000898    -21.29307801
33.27          -0.72000721    -21.29308230
33.28          -0.72000545    -21.29308658
33.29          -0.72000368    -21.29309085
33.30          -0.72000193    -21.29309512
33.31          -0.72000018    -21.29309937
33.32          -0.71999843    -21.29310362
33.33          -0.71999669    -21.29310786
33.34          -0.71999496    -21.29311209
33.35          -0.71999324    -21.29311631
33.36          -0.71999152    -21.29312052
33.37          -0.71998980    -21.29312473
33.38          -0.71998810    -21.29312892
33.39          -0.71998640    -21.29313311
33.40          -0.71998471    -21.29313729
33.41          -0.71998303    -21.29314146
33.42          -0.71998136    -21.29314562
33.43          -0.71997969    -21.29314977
33.44          -0.71997804    -21.29315392
33.45          -0.71997639    -21.29315806
33.46          -0.71997476    -21.29316218
33.47          -0.71997313    -21.29316630
33.48          -0.71997151    -21.29317041
33.49          -0.71996990    -21.29317452
33.50          -0.71996830    -21.29317861
33.51          -0.71996672    -21.29318270
33.52          -0.71996514    -21.29318677
33.53          -0.71996357    -21.29319084
33.54          -0.71996202    -21.29319490
33.55          -0.71996048    -21.29319895
33.56          -0.71995895    -21.29320299
33.57          -0.71995743    -21.29320702
33.58          -0.71995592    -21.29321105
33.59          -0.71995442    -21.29321506
33.60          -0.71995294    -21.29321907
33.61          -0.71995147    -21.29322307
33.62          -0.71995001    -21.29322706
33.63          -0.71994856    -21.29323104
33.64          -0.71994713    -21.29323501
33.65          -0.71994571    -21.29323898
33.66          -0.71994431    -21.29324293
33.67          -0.71994291    -21.29324688
33.68          -0.71994154    -21.29325081
33.69          -0.71994017    -21.29325474
33.70          -0.71993882    -21.29325866
33.71          -0.71993749    -21.29326257
33.72          -0.71993617    -21.29326647
33.73          -0.71993486    -21.29327036
33.74          -0.71993357    -21.29327425
33.75          -0.71993229    -21.29327812
33.76          -0.71993103    -21.29328199
33.77          -0.71992979    -21.29328585
33.78          -0.71992856    -21.29328969
33.79          -0.71992734    -21.29329353
33.80          -0.71992614    -21.29329736
33.81          -0.71992496    -21.29330118
33.82          -0.71992379    -21.29330500
33.83          -0.71992264    -21.29330880
33.84          -0.71992150    -21.29331259
33.85          -0.71992039    -21.29331638
33.86          -0.71991928    -21.29332016
33.87          -0.71991820    -21.29332392
33.88          -0.71991713    -21.29332768
33.89          -0.71991608    -21.29333143
33.90          -0.71991504    -21.29333517
33.91          -0.71991402    -21.29333890
33.92          -0.71991302    -21.29334262
33.93          -0.71991204    -21.29334634
33.94          -0.71991107    -21.29335004
33.95          -0.71991012    -21.29335374
33.96          -0.71990919    -21.29335742
33.97          -0.71990828    -21.29336110
33.98          -0.71990738    -21.29336477
33.99          -0.71990650    -21.29336842
34.00          -0.71990564    -21.29337207
34.01          -0.71990480    -21.29337571
34.02          -0.71990397    -21.29337934
34.03          -0.71990317    -21.29338297
34.04          -0.71990238    -21.29338658
34.05          -0.71990161    -21.29339018
34.06          -0.71990085    -21.29339378
34.07          -0.71990012    -21.29339736
34.08          -0.71989940    -21.29340094
34.09          -0.71989870    -21.29340450
34.10          -0.71989802    -21.29340806
34.11          -0.71989736    -21.29341161
34.12          -0.71989672    -21.29341515
34.13          -0.71989610    -21.29341868
34.14          -0.71989549    -21.29342220
34.15          -0.71989490    -21.29342571
34.16          -0.71989433    -21.29342921
34.17          -0.71989378    -21.29343270
34.18          -0.71989325    -21.29343619
34.19          -0.71989274    -21.29343966
34.20          -0.71989224    -21.29344312
34.21          -0.71989177    -21.29344658
34.22          -0.71989131    -21.29345002
34.23          -0.71989087    -21.29345346
34.24          -0.71989045    -21.29345689
34.25          -0.71989005    -21.29346030
34.26          -0.71988967    -21.29346371
34.27          -0.71988930    -21.29346711
34.28          -0.71988896    -21.29347050
34.29          -0.71988863    -21.29347388
34.30          -0.71988832    -21.29347725
34.31          -0.71988803    -21.29348061
34.32          -0.71988776    -21.29348396
34.33          -0.71988750    -21.29348731
34.34          -0.71988727    -21.29349064
34.35          -0.71988705    -21.29349396
34.36          -0.71988685    -21.29349728
34.37          -0.71988667    -21.29350058
34.38          -0.71988651    -21.29350388
34.39          -0.71988636    -21.29350716
34.40          -0.71988624    -21.29351044
34.41          -0.71988613    -21.29351370
34.42          -0.71988604    -21.29351696
34.43          -0.71988597    -21.29352021
34.44          -0.71988591    -21.29352345
34.45          -0.71988588    -21.29352667
34.46          -0.71988586    -21.29352989
34.47          -0.71988586    -21.29353310
34.48          -0.71988587    -21.29353630
34.49          -0.71988591    -21.29353949
34.50          -0.71988596    -21.29354267
34.51          -0.71988602    -21.29354584
34.52          -0.71988611    -21.29354901
34.53          -0.71988621    -21.29355216
34.54          -0.71988633    -21.29355530
34.55          -0.71988647    -21.29355843
34.56          -0.71988662    -21.29356155
34.57          -0.71988680    -21.29356467
34.58          -0.71988698    -21.29356777
34.59          -0.71988719    -21.29357087
34.60          -0.71988741    -21.29357395
34.61          -0.71988764    -21.29357702
34.62          -0.71988790    -21.29358009
34.63          -0.71988817    -21.29358315
34.64          -0.71988845    -21.29358619
34.65          -0.71988875    -21.29358923
34.66          -0.71988907    -21.29359225
34.67          -0.71988940    -21.29359527
34.68          -0.71988975    -21.29359828
34.69          -0.71989011    -21.29360127
34.70          -0.71989049    -21.29360426
34.71          -0.71989089    -21.29360724
34.72          -0.71989130    -21.29361021
34.73          -0.71989172    -21.29361316
34.74          -0.71989216    -21.29361611
34.75          -0.71989261    -21.29361905
34.76          -0.71989308    -21.29362198
34.77          -0.71989356    -21.29362490
34.78          -0.71989406    -21.29362781
34.79          -0.71989457    -21.29363071
34.80          -0.71989510    -21.29363360
34.81          -0.71989563    -21.29363648
34.82          -0.71989619    -21.29363935
34.83          -0.71989675    -21.29364221
34.84          -0.71989733    -21.29364506
34.85          -0.71989792    -21.29364790
34.86          -0.71989853    -21.29365073
34.87          -0.71989915    -21.29365355
34.88          -0.71989978    -21.29365636
34.89          -0.71990042    -21.29365916
34.90          -0.71990107    -21.29366196
34.91          -0.71990174    -21.29366474
34.92          -0.71990242    -21.29366751
34.93          -0.71990311    -21.29367027
34.94          -0.71990382    -21.29367302
34.95          -0.71990453    -21.29367576
34.96          -0.71990526    -21.29367850
34.97          -0.71990600    -21.29368122
34.98          -0.71990675    -21.29368393
34.99          -0.71990751    -21.29368663
35.00          -0.71990828    -21.29368933
35.01          -0.71990906    -21.29369201
35.02          -0.71990985    -21.29369468
35.03          -0.71991065    -21.29369734
35.04          -0.71991146    -21.29370000
35.05          -0.71991228    -21.29370264
35.06          -0.71991311    -21.29370527
35.07          -0.71991395    -21.29370789
35.08          -0.71991480    -21.29371051
35.09          -0.71991566    -21.29371311
35.10          -0.71991653    -21.29371570
35.11          -0.71991740    -21.29371828
35.12          -0.71991829    -21.29372086
35.13          -0.71991918    -21.29372342
35.14          -0.71992008    -21.29372597
35.15          -0.71992099    -21.29372852
35.16          -0.71992191    -21.29373105
35.17          -0.71992283    -21.29373357
35.18          -0.71992376    -21.29373608
35.19          -0.71992470    -21.29373859
35.20          -0.71992565    -21.29374108
35.21          -0.71992660    -21.29374356
35.22          -0.71992756    -21.29374603
35.23          -0.71992853    -21.29374850
35.24          -0.71992950    -21.29375095
35.25          -0.71993048    -21.29375339
35.26          -0.71993146    -21.29375582
35.27          -0.71993245    -21.29375825
35.28          -0.71993345    -21.29376066
35.29          -0.71993445    -21.29376306
35.30          -0.71993545    -21.29376545
35.31          -0.71993647    -21.29376783
35.32          -0.71993748    -21.29377020
35.33          -0.71993850    -21.29377257
35.34          -0.71993953    -21.29377492
35.35          -0.71994055    -21.29377726
35.36          -0.71994159    -21.29377959
35.37          -0.71994262    -21.29378191
35.38          -0.71994366    -21.29378422
35.39          -0.71994471    -21.29378652
35.40          -0.71994575    -21.29378881
35.41          -0.71994680    -21.29379109
35.42          -0.71994785    -21.29379336
35.43          -0.71994891    -21.29379562
35.44          -0.71994997    -21.29379787
35.45          -0.71995102    -21.29380011
35.46          -0.71995209    -21.29380234
35.47          -0.71995315    -21.29380456
35.48          -0.71995421    -21.29380677
35.49          -0.71995528    -21.29380897
35.50          -0.71995635    -21.29381116
35.51          -0.71995742    -21.29381333
35.52          -0.71995849    -21.29381550
35.53          -0.71995956    -21.29381766
35.54          -0.71996063    -21.29381981
35.55          -0.71996170    -21.29382195
35.56          -0.71996277    -21.29382407
35.57          -0.71996384    -21.29382619
35.58          -0.71996492    -21.29382830
35.59          -0.71996599    -21.29383039
35.60          -0.71996706    -21.29383248
35.61          -0.71996813    -21.29383455
35.62          -0.71996920    -21.29383662
35.63          -0.71997026    -21.29383867
35.64          -0.71997133    -21.29384072
35.65          -0.71997240    -21.29384275
35.66          -0.71997346    -21.29384478
35.67          -0.71997452    -21.29384679
35.68          -0.71997558    -21.29384880
35.69          -0.71997664    -21.29385079
35.70          -0.71997769    -21.29385277
35.71          -0.71997875    -21.29385475
35.72          -0.71997980    -21.29385671
35.73          -0.71998085    -21.29385866
35.74          -0.71998189    -21.29386060
35.75          -0.71998293    -21.29386253
35.76          -0.71998397    -21.29386445
35.77          -0.71998500    -21.29386637
35.78          -0.71998604    -21.29386827
35.79          -0.71998706    -21.29387016
35.80          -0.71998809    -21.29387204
35.81          -0.71998911    -21.29387391
35.82          -0.71999012    -21.29387576
35.83          -0.71999113    -21.29387761
35.84          -0.71999214    -21.29387945
35.85          -0.71999314    -21.29388128
35.86          -0.71999414    -21.29388310
35.87          -0.71999513    -21.29388490
35.88          -0.71999611    -21.29388670
35.89          -0.71999709    -21.29388849
35.90          -0.71999807    -21.29389026
35.91          -0.71999904    -21.29389203
35.92          -0.72000000    -21.29389378
35.93          -0.72000096    -21.29389553
35.94          -0.72000191    -21.29389726
35.95          -0.72000286    -21.29389898
35.96          -0.72000380    -21.29390070
35.97          -0.72000473    -21.29390240
35.98          -0.72000566    -21.29390409
35.99          -0.72000658    -21.29390577
36.00          -0.72000749    -21.29390745
36.01          -0.72000840    -21.29390911
36.02          -0.72000930    -21.29391076
36.03          -0.72001019    -21.29391240
36.04          -0.72001108    -21.29391403
36.05          -0.72001195    -21.29391564
36.06          -0.72001282    -21.29391725
36.07          -0.72001369    -21.29391885
36.08          -0.72001454    -21.29392044
36.09          -0.72001539    -21.29392202
36.10          -0.72001623    -21.29392358
36.11          -0.72001706    -21.29392514
36.12          -0.72001788    -21.29392668
36.13          -0.72001869    -21.29392822
36.14          -0.72001950    -21.29392974
36.15          -0.72002029    -21.29393126
36.16          -0.72002108    -21.29393276
36.17          -0.72002186    -21.29393425
36.18          -0.72002263    -21.29393574
36.19          -0.72002339    -21.29393721
36.20          -0.72002415    -21.29393867
36.21          -0.72002489    -21.29394012
36.22          -0.72002563    -21.29394156
36.23          -0.72002635    -21.29394299
36.24          -0.72002707    -21.29394441
36.25          -0.72002777    -21.29394582
36.26          -0.72002847    -21.29394721
36.27          -0.72002916    -21.29394860
36.28          -0.72002983    -21.29394998
36.29          -0.72003050    -21.29395134
36.30          -0.72003116    -21.29395270
36.31          -0.72003181    -21.29395405
36.32          -0.72003245    -21.29395538
36.33          -0.72003307    -21.29395670
36.34          -0.72003369    -21.29395802
36.35          -0.72003430    -21.29395932
36.36          -0.72003490    -21.29396061
36.37          -0.72003548    -21.29396189
36.38          -0.72003606    -21.29396316
36.39          -0.72003663    -21.29396442
36.40          -0.72003718    -21.29396567
36.41          -0.72003773    -21.29396691
36.42          -0.72003826    -21.29396814
36.43          -0.72003879    -21.29396936
36.44          -0.72003930    -21.29397056
36.45          -0.72003980    -21.29397176
36.46          -0.72004030    -21.29397295
36.47          -0.72004078    -21.29397412
36.48          -0.72004125    -21.29397529
36.49          -0.72004171    -21.29397644
36.50          -0.72004216    -21.29397758
36.51          -0.72004260    -21.29397871
36.52          -0.72004302    -21.29397984
36.53          -0.72004344    -21.29398095
36.54          -0.72004384    -21.29398205
36.55          -0.72004424    -21.29398314
36.56          -0.72004462    -21.29398422
36.57          -0.72004499    -21.29398528
36.58          -0.72004535    -21.29398634
36.59          -0.72004570    -21.29398739
36.60          -0.72004604    -21.29398843
36.61          -0.72004637    -21.29398945
36.62          -0.72004669    -21.29399047
36.63          -0.72004699    -21.29399147
36.64          -0.72004728    -21.29399246
36.65          -0.72004757    -21.29399345
36.66          -0.72004784    -21.29399442
36.67          -0.72004810    -21.29399538
36.68          -0.72004835    -21.29399633
36.69          -0.72004859    -21.29399727
36.70          -0.72004881    -21.29399820
36.71          -0.72004903    -21.29399912
36.72          -0.72004924    -21.29400002
36.73          -0.72004943    -21.29400092
36.74          -0.72004961    -21.29400181
36.75          -0.72004978    -21.29400268
36.76          -0.72004994    -21.29400355
36.77          -0.72005009    -21.29400440
36.78          -0.72005023    -21.29400524
36.79          -0.72005036    -21.29400608
36.80          -0.72005048    -21.29400690
36.81          -0.72005058    -21.29400771
36.82          -0.72005068    -21.29400851
36.83          -0.72005076    -21.29400930
36.84          -0.72005083    -21.29401007
36.85          -0.72005089    -21.29401084
36.86          -0.72005094    -21.29401160
36.87          -0.72005098    -21.29401235
36.88          -0.72005101    -21.29401308
36.89          -0.72005103    -21.29401381
36.90          -0.72005104    -21.29401452
36.91          -0.72005104    -21.29401522
36.92          -0.72005103    -21.29401591
36.93          -0.72005100    -21.29401660
36.94          -0.72005097    -21.29401727
36.95          -0.72005092    -21.29401793
36.96          -0.72005087    -21.29401857
36.97          -0.72005080    -21.29401921
36.98          -0.72005073    -21.29401984
36.99          -0.72005064    -21.29402046
37.00          -0.72005055    -21.29402106
37.01          -0.72005044    -21.29402166
37.02          -0.72005032    -21.29402224
37.03          -0.72005020    -21.29402281
37.04          -0.72005006    -21.29402338
37.05          -0.72004992    -21.29402393
37.06          -0.72004976    -21.29402447
37.07          -0.72004960    -21.29402500
37.08          -0.72004942    -21.29402552
37.09          -0.72004924    -21.29402603
37.10          -0.72004904    -21.29402652
37.11          -0.72004884    -21.29402701
37.12          -0.72004862    -21.29402748
37.13          -0.72004840    -21.29402795
37.14          -0.72004817    -21.29402840
37.15          -0.72004793    -21.29402885
37.16          -0.72004768    -21.29402928
37.17          -0.72004742    -21.29402970
37.18          -0.72004715    -21.29403011
37.19          -0.72004688    -21.29403051
37.20          -0.72004659    -21.29403090
37.21          -0.72004630    -21.29403128
37.22          -0.72004600    -21.29403164
37.23          -0.72004568    -21.29403200
37.24          -0.72004537    -21.29403235
37.25          -0.72004504    -21.29403268
37.26          -0.72004470    -21.29403300
37.27          -0.72004436    -21.29403332
37.28          -0.72004401    -21.29403362
37.29          -0.72004365    -21.29403391
37.30          -0.72004328    -21.29403419
37.31          -0.72004290    -21.29403446
37.32          -0.72004252    -21.29403472
37.33          -0.72004213    -21.29403496
37.34          -0.72004173    -21.29403520
37.35          -0.72004132    -21.29403543
37.36          -0.72004091    -21.29403564
37.37          -0.72004049    -21.29403584
37.38          -0.72004006    -21.29403604
37.39          -0.72003963    -21.29403622
37.40          -0.72003919    -21.29403639
37.41          -0.72003874    -21.29403655
37.42          -0.72003828    -21.29403670
37.43          -0.72003782    -21.29403684
37.44          -0.72003735    -21.29403697
37.45          -0.72003688    -21.29403708
37.46          -0.72003640    -21.29403719
37.47          -0.72003591    -21.29403728
37.48          -0.72003542    -21.29403737
37.49          -0.72003492    -21.29403744
37.50          -0.72003442    -21.29403750
37.51          -0.72003391    -21.29403755
37.52          -0.72003339    -21.29403759
37.53          -0.72003287    -21.29403762
37.54          -0.72003235    -21.29403764
37.55          -0.72003181    -21.29403765
37.56          -0.72003128    -21.29403765
37.57          -0.72003074    -21.29403763
37.58          -0.72003019    -21.29403761
37.59          -0.72002964    -21.29403757
37.60          -0.72002908    -21.29403752
37.61          -0.72002852    -21.29403747
37.62          -0.72002795    -21.29403740
37.63          -0.72002738    -21.29403732
37.64          -0.72002681    -21.29403723
37.65          -0.72002623    -21.29403713
37.66          -0.72002565    -21.29403701
37.67          -0.72002506    -21.29403689
37.68          -0.72002447    -21.29403676
37.69          -0.72002388    -21.29403661
37.70          -0.72002328    -21.29403645
37.71          -0.72002268    -21.29403629
37.72          -0.72002208    -21.29403611
37.73          -0.72002147    -21.29403592
37.74          -0.72002086    -21.29403572
37.75          -0.72002025    -21.29403551
37.76          -0.72001963    -21.29403529
37.77          -0.72001901    -21.29403506
37.78          -0.72001839    -21.29403481
37.79          -0.72001777    -21.29403456
37.80          -0.72001714    -21.29403429
37.81          -0.72001651    -21.29403402
37.82          -0.72001588    -21.29403373
37.83          -0.72001525    -21.29403343
37.84          -0.72001461    -21.29403312
37.85          -0.72001398    -21.29403280
37.86          -0.72001334    -21.29403247
37.87          -0.72001270    -21.29403213
37.88          -0.72001206    -21.29403178
37.89          -0.72001141    -21.29403141
37.90          -0.72001077    -21.29403104
37.91          -0.72001013    -21.29403065
37.92          -0.72000948    -21.29403026
37.93          -0.72000883    -21.29402985
37.94          -0.72000818    -21.29402943
37.95          -0.72000754    -21.29402900
37.96          -0.72000689    -21.29402856
37.97          -0.72000624    -21.29402811
37.98          -0.72000559    -21.29402765
37.99          -0.72000494    -21.29402718
38.00          -0.72000429    -21.29402669
38.01          -0.72000364    -21.29402620
38.02          -0.72000299    -21.29402569
38.03          -0.72000234    -21.29402518
38.04          -0.72000169    -21.29402465
38.05          -0.72000104    -21.29402411
38.06          -0.72000039    -21.29402356
38.07          -0.71999974    -21.29402300
38.08          -0.71999909    -21.29402243
38.09          -0.71999845    -21.29402185
38.10          -0.71999780    -21.29402126
38.11          -0.71999716    -21.29402065
38.12          -0.71999651    -21.29402004
38.13          -0.71999587    -21.29401941
38.14          -0.71999523    -21.29401878
38.15          -0.71999459    -21.29401813
38.16          -0.71999395    -21.29401747
38.17          -0.71999332    -21.29401680
38.18          -0.71999268    -21.29401612
38.19          -0.71999205    -21.29401543
38.20          -0.71999142    -21.29401473
38.21          -0.71999079    -21.29401402
38.22          -0.71999017    -21.29401329
38.23          -0.71998954    -21.29401256
38.24          -0.71998892    -21.29401181
38.25          -0.71998830    -21.29401106
38.26          -0.71998769    -21.29401029
38.27          -0.71998708    -21.29400951
38.28          -0.71998646    -21.29400872
38.29          -0.71998586    -21.29400792
38.30          -0.71998525    -21.29400711
38.31          -0.71998465    -21.29400629
38.32          -0.71998405    -21.29400546
38.33          -0.71998346    -21.29400462
38.34          -0.71998286    -21.29400376
38.35          -0.71998227    -21.29400290
38.36          -0.71998169    -21.29400202
38.37          -0.71998111    -21.29400114
38.38          -0.71998053    -21.29400024
38.39          -0.71997996    -21.29399933
38.40          -0.71997938    -21.29399841
38.41          -0.71997882    -21.29399748
38.42          -0.71997826    -21.29399654
38.43          -0.71997770    -21.29399559
38.44          -0.71997714    -21.29399463
38.45          -0.71997659    -21.29399365
38.46          -0.71997605    -21.29399267
38.47          -0.71997550    -21.29399168
38.48          -0.71997497    -21.29399067
38.49          -0.71997443    -21.29398965
38.50          -0.71997391    -21.29398863
38.51          -0.71997338    -21.29398759
38.52          -0.71997286    -21.29398654
38.53          -0.71997235    -21.29398548
38.54          -0.71997184    -21.29398441
38.55          -0.71997134    -21.29398333
38.56          -0.71997084    -21.29398223
38.57          -0.71997034    -21.29398113
38.58          -0.71996985    -21.29398002
38.59          -0.71996937    -21.29397889
38.60          -0.71996889    -21.29397776
38.61          -0.71996842    -21.29397661
38.62          -0.71996795    -21.29397545
38.63          -0.71996749    -21.29397429
38.64          -0.71996703    -21.29397311
38.65          -0.71996658    -21.29397192
38.66          -0.71996613    -21.29397072
38.67          -0.71996569    -21.29396951
38.68          -0.71996526    -21.29396829
38.69          -0.71996483    -21.29396705
38.70          -0.71996440    -21.29396581
38.71          -0.71996399    -21.29396456
38.72          -0.71996358    -21.29396329
38.73          -0.71996317    -21.29396202
38.74          -0.71996277    -21.29396073
38.75          -0.71996238    -21.29395943
38.76          -0.71996199    -21.29395812
38.77          -0.71996161    -21.29395681
38.78          -0.71996123    -21.29395548
38.79          -0.71996086    -21.29395414
