Time (s)	Body 1 Heave (m)	Body 2 Heave (m)
79.5	-0.720334402	-21.29054366
79.51	-0.720333902	-21.29055126
79.52	-0.720333402	-21.29055885
79.53	-0.720332902	-21.29056642
79.54	-0.720332401	-21.29057398
79.55	-0.7203319	-21.29058153
79.56	-0.720331398	-21.29058907
79.57	-0.720330897	-21.2905966
79.58	-0.720330395	-21.29060412
79.59	-0.720329892	-21.29061163
79.6	-0.720329389	-21.29061912
79.61	-0.720328886	-21.2906266
79.62	-0.720328383	-21.29063407
79.63	-0.720327879	-21.29064153
79.64	-0.720327375	-21.29064898
79.65	-0.720326871	-21.29065642
79.66	-0.720326366	-21.29066384
79.67	-0.720325861	-21.29067126
79.68	-0.720325356	-21.29067866
79.69	-0.720324851	-21.29068605
79.7	-0.720324345	-21.29069343
79.71	-0.720323838	-21.2907008
79.72	-0.720323332	-21.29070816
79.73	-0.720322825	-21.2907155
79.74	-0.720322318	-21.29072283
79.75	-0.720321811	-21.29073016
79.76	-0.720321303	-21.29073747
79.77	-0.720320795	-21.29074477
79.78	-0.720320286	-21.29075205
79.79	-0.720319778	-21.29075933
79.8	-0.720319269	-21.29076659
79.81	-0.72031876	-21.29077385
79.82	-0.72031825	-21.29078109
79.83	-0.72031774	-21.29078832
79.84	-0.72031723	-21.29079553
79.85	-0.72031672	-21.29080274
79.86	-0.720316209	-21.29080993
79.87	-0.720315699	-21.29081712
79.88	-0.720315187	-21.29082429
79.89	-0.720314676	-21.29083145
79.9	-0.720314164	-21.2908386
79.91	-0.720313652	-21.29084573
79.92	-0.72031314	-21.29085286
79.93	-0.720312627	-21.29085997
79.94	-0.720312115	-21.29086707
79.95	-0.720311602	-21.29087416
79.96	-0.720311088	-21.29088124
79.97	-0.720310575	-21.29088831
79.98	-0.720310061	-21.29089536
79.99	-0.720309547	-21.29090241
80	-0.720309032	-21.29090944
80.01	-0.720308518	-21.29091646
80.02	-0.720308003	-21.29092346
80.03	-0.720307488	-21.29093046
80.04	-0.720306973	-21.29093745
80.05	-0.720306457	-21.29094442
80.06	-0.720305941	-21.29095138
80.07	-0.720305425	-21.29095833
80.08	-0.720304909	-21.29096527
80.09	-0.720304392	-21.29097219
80.1	-0.720303875	-21.29097911
80.11	-0.720303358	-21.29098601
80.12	-0.720302841	-21.2909929
80.13	-0.720302324	-21.29099978
80.14	-0.720301806	-21.29100665
80.15	-0.720301288	-21.2910135
80.16	-0.72030077	-21.29102035
80.17	-0.720300252	-21.29102718
80.18	-0.720299733	-21.291034
80.19	-0.720299214	-21.29104081
80.2	-0.720298695	-21.2910476
80.21	-0.720298176	-21.29105439
80.22	-0.720297656	-21.29106116
80.23	-0.720297137	-21.29106792
80.24	-0.720296617	-21.29107467
80.25	-0.720296097	-21.29108141
80.26	-0.720295576	-21.29108813
80.27	-0.720295056	-21.29109485
80.28	-0.720294535	-21.29110155
80.29	-0.720294014	-21.29110824
80.3	-0.720293493	-21.29111492
80.31	-0.720292972	-21.29112158
80.32	-0.72029245	-21.29112824
80.33	-0.720291928	-21.29113488
80.34	-0.720291407	-21.29114151
80.35	-0.720290884	-21.29114813
80.36	-0.720290362	-21.29115474
80.37	-0.72028984	-21.29116133
80.38	-0.720289317	-21.29116792
80.39	-0.720288794	-21.29117449
80.4	-0.720288271	-21.29118105
80.41	-0.720287748	-21.2911876
80.42	-0.720287225	-21.29119413
80.43	-0.720286701	-21.29120066
80.44	-0.720286177	-21.29120717
80.45	-0.720285653	-21.29121367
80.46	-0.720285129	-21.29122016
80.47	-0.720284605	-21.29122663
80.48	-0.720284081	-21.2912331
80.49	-0.720283556	-21.29123955
80.5	-0.720283031	-21.29124599
80.51	-0.720282506	-21.29125242
80.52	-0.720281981	-21.29125883
80.53	-0.720281456	-21.29126524
80.54	-0.720280931	-21.29127163
80.55	-0.720280405	-21.29127801
80.56	-0.72027988	-21.29128438
80.57	-0.720279354	-21.29129074
80.58	-0.720278828	-21.29129708
80.59	-0.720278302	-21.29130342
80.6	-0.720277775	-21.29130974
80.61	-0.720277249	-21.29131605
80.62	-0.720276722	-21.29132234
80.63	-0.720276196	-21.29132863
80.64	-0.720275669	-21.2913349
80.65	-0.720275142	-21.29134116
80.66	-0.720274615	-21.29134741
80.67	-0.720274087	-21.29135365
80.68	-0.72027356	-21.29135987
80.69	-0.720273032	-21.29136609
80.7	-0.720272505	-21.29137229
80.71	-0.720271977	-21.29137848
80.72	-0.720271449	-21.29138465
80.73	-0.720270921	-21.29139082
80.74	-0.720270393	-21.29139697
80.75	-0.720269865	-21.29140311
80.76	-0.720269336	-21.29140924
80.77	-0.720268808	-21.29141536
80.78	-0.720268279	-21.29142146
80.79	-0.72026775	-21.29142756
80.8	-0.720267221	-21.29143364
80.81	-0.720266692	-21.29143971
80.82	-0.720266163	-21.29144576
80.83	-0.720265634	-21.29145181
80.84	-0.720265105	-21.29145784
80.85	-0.720264576	-21.29146386
80.86	-0.720264046	-21.29146987
80.87	-0.720263516	-21.29147587
80.88	-0.720262987	-21.29148185
80.89	-0.720262457	-21.29148783
80.9	-0.720261927	-21.29149379
80.91	-0.720261397	-21.29149974
80.92	-0.720260867	-21.29150567
80.93	-0.720260337	-21.2915116
80.94	-0.720259807	-21.29151751
80.95	-0.720259276	-21.29152341
80.96	-0.720258746	-21.2915293
80.97	-0.720258215	-21.29153517
80.98	-0.720257685	-21.29154104
80.99	-0.720257154	-21.29154689
81	-0.720256623	-21.29155273
81.01	-0.720256093	-21.29155856
81.02	-0.720255562	-21.29156437
81.03	-0.720255031	-21.29157018
81.04	-0.7202545	-21.29157597
81.05	-0.720253968	-21.29158175
81.06	-0.720253437	-21.29158752
81.07	-0.720252906	-21.29159327
81.08	-0.720252375	-21.29159902
81.09	-0.720251843	-21.29160475
81.1	-0.720251312	-21.29161047
81.11	-0.72025078	-21.29161617
81.12	-0.720250249	-21.29162187
81.13	-0.720249717	-21.29162755
81.14	-0.720249186	-21.29163322
81.15	-0.720248654	-21.29163888
81.16	-0.720248122	-21.29164453
81.17	-0.72024759	-21.29165016
81.18	-0.720247058	-21.29165579
81.19	-0.720246526	-21.2916614
81.2	-0.720245994	-21.291667
81.21	-0.720245462	-21.29167258
81.22	-0.72024493	-21.29167816
81.23	-0.720244398	-21.29168372
81.24	-0.720243866	-21.29168927
81.25	-0.720243334	-21.29169481
81.26	-0.720242802	-21.29170033
81.27	-0.72024227	-21.29170585
81.28	-0.720241737	-21.29171135
81.29	-0.720241205	-21.29171684
81.3	-0.720240673	-21.29172232
81.31	-0.72024014	-21.29172778
81.32	-0.720239608	-21.29173323
81.33	-0.720239076	-21.29173867
81.34	-0.720238543	-21.2917441
81.35	-0.720238011	-21.29174952
81.36	-0.720237478	-21.29175493
81.37	-0.720236946	-21.29176032
81.38	-0.720236413	-21.2917657
81.39	-0.720235881	-21.29177107
81.4	-0.720235348	-21.29177642
81.41	-0.720234816	-21.29178177
81.42	-0.720234283	-21.2917871
81.43	-0.72023375	-21.29179242
81.44	-0.720233218	-21.29179773
81.45	-0.720232685	-21.29180302
81.46	-0.720232153	-21.29180831
81.47	-0.72023162	-21.29181358
81.48	-0.720231087	-21.29181884
81.49	-0.720230555	-21.29182409
81.5	-0.720230022	-21.29182932
81.51	-0.72022949	-21.29183455
81.52	-0.720228957	-21.29183976
81.53	-0.720228425	-21.29184496
81.54	-0.720227892	-21.29185014
81.55	-0.720227359	-21.29185532
81.56	-0.720226827	-21.29186048
81.57	-0.720226294	-21.29186563
81.58	-0.720225762	-21.29187077
81.59	-0.720225229	-21.29187589
81.6	-0.720224697	-21.29188101
81.61	-0.720224164	-21.29188611
81.62	-0.720223632	-21.2918912
81.63	-0.7202231	-21.29189628
81.64	-0.720222567	-21.29190134
81.65	-0.720222035	-21.2919064
81.66	-0.720221503	-21.29191144
81.67	-0.72022097	-21.29191647
81.68	-0.720220438	-21.29192149
81.69	-0.720219906	-21.29192649
81.7	-0.720219374	-21.29193149
81.71	-0.720218841	-21.29193647
81.72	-0.720218309	-21.29194144
81.73	-0.720217777	-21.29194639
81.74	-0.720217245	-21.29195134
81.75	-0.720216713	-21.29195627
81.76	-0.720216181	-21.29196119
81.77	-0.720215649	-21.2919661
81.78	-0.720215117	-21.291971
81.79	-0.720214585	-21.29197588
81.8	-0.720214054	-21.29198075
81.81	-0.720213522	-21.29198561
81.82	-0.72021299	-21.29199046
81.83	-0.720212459	-21.2919953
81.84	-0.720211927	-21.29200012
81.85	-0.720211395	-21.29200493
81.86	-0.720210864	-21.29200973
81.87	-0.720210333	-21.29201452
81.88	-0.720209801	-21.2920193
81.89	-0.72020927	-21.29202406
81.9	-0.720208739	-21.29202881
81.91	-0.720208208	-21.29203355
81.92	-0.720207676	-21.29203828
81.93	-0.720207145	-21.29204299
81.94	-0.720206615	-21.29204769
81.95	-0.720206084	-21.29205239
81.96	-0.720205553	-21.29205706
81.97	-0.720205022	-21.29206173
81.98	-0.720204491	-21.29206639
81.99	-0.720203961	-21.29207103
82	-0.72020343	-21.29207566
82.01	-0.7202029	-21.29208028
82.02	-0.72020237	-21.29208489
82.03	-0.720201839	-21.29208948
82.04	-0.720201309	-21.29209406
82.05	-0.720200779	-21.29209863
82.06	-0.720200249	-21.29210319
82.07	-0.720199719	-21.29210774
82.08	-0.720199189	-21.29211227
82.09	-0.72019866	-21.29211679
82.1	-0.72019813	-21.2921213
82.11	-0.7201976	-21.2921258
82.12	-0.720197071	-21.29213029
82.13	-0.720196542	-21.29213476
82.14	-0.720196012	-21.29213922
82.15	-0.720195483	-21.29214367
82.16	-0.720194954	-21.29214811
82.17	-0.720194425	-21.29215254
82.18	-0.720193896	-21.29215695
82.19	-0.720193368	-21.29216135
82.2	-0.720192839	-21.29216574
82.21	-0.72019231	-21.29217012
82.22	-0.720191782	-21.29217449
82.23	-0.720191254	-21.29217884
82.24	-0.720190726	-21.29218318
82.25	-0.720190197	-21.29218751
82.26	-0.72018967	-21.29219183
82.27	-0.720189142	-21.29219614
82.28	-0.720188614	-21.29220043
82.29	-0.720188086	-21.29220471
82.3	-0.720187559	-21.29220898
82.31	-0.720187032	-21.29221324
82.32	-0.720186504	-21.29221749
82.33	-0.720185977	-21.29222172
82.34	-0.72018545	-21.29222594
82.35	-0.720184923	-21.29223015
82.36	-0.720184397	-21.29223435
82.37	-0.72018387	-21.29223854
82.38	-0.720183344	-21.29224271
82.39	-0.720182817	-21.29224687
82.4	-0.720182291	-21.29225102
82.41	-0.720181765	-21.29225516
82.42	-0.720181239	-21.29225929
82.43	-0.720180713	-21.2922634
82.44	-0.720180188	-21.2922675
82.45	-0.720179662	-21.29227159
82.46	-0.720179137	-21.29227567
82.47	-0.720178612	-21.29227974
82.48	-0.720178087	-21.29228379
82.49	-0.720177562	-21.29228783
82.5	-0.720177037	-21.29229186
82.51	-0.720176512	-21.29229588
82.52	-0.720175988	-21.29229989
82.53	-0.720175464	-21.29230388
82.54	-0.720174939	-21.29230787
82.55	-0.720174415	-21.29231184
82.56	-0.720173892	-21.2923158
82.57	-0.720173368	-21.29231974
82.58	-0.720172844	-21.29232368
82.59	-0.720172321	-21.2923276
82.6	-0.720171798	-21.29233151
82.61	-0.720171275	-21.29233541
82.62	-0.720170752	-21.2923393
82.63	-0.720170229	-21.29234318
82.64	-0.720169707	-21.29234704
82.65	-0.720169184	-21.29235089
82.66	-0.720168662	-21.29235473
82.67	-0.72016814	-21.29235856
82.68	-0.720167618	-21.29236238
82.69	-0.720167097	-21.29236618
82.7	-0.720166575	-21.29236998
82.71	-0.720166054	-21.29237376
82.72	-0.720165533	-21.29237752
82.73	-0.720165012	-21.29238128
82.74	-0.720164491	-21.29238503
82.75	-0.72016397	-21.29238876
82.76	-0.72016345	-21.29239248
82.77	-0.72016293	-21.29239619
82.78	-0.720162409	-21.29239989
82.79	-0.72016189	-21.29240358
82.8	-0.72016137	-21.29240725
82.81	-0.72016085	-21.29241091
82.82	-0.720160331	-21.29241456
82.83	-0.720159812	-21.2924182
82.84	-0.720159293	-21.29242183
82.85	-0.720158774	-21.29242544
82.86	-0.720158256	-21.29242905
82.87	-0.720157738	-21.29243264
82.88	-0.72015722	-21.29243622
82.89	-0.720156702	-21.29243979
82.9	-0.720156184	-21.29244334
82.91	-0.720155666	-21.29244689
82.92	-0.720155149	-21.29245042
82.93	-0.720154632	-21.29245394
82.94	-0.720154115	-21.29245745
82.95	-0.720153598	-21.29246095
82.96	-0.720153082	-21.29246444
82.97	-0.720152566	-21.29246791
82.98	-0.72015205	-21.29247137
82.99	-0.720151534	-21.29247482
83	-0.720151018	-21.29247826
83.01	-0.720150503	-21.29248169
83.02	-0.720149988	-21.2924851
83.03	-0.720149473	-21.29248851
83.04	-0.720148958	-21.2924919
83.05	-0.720148443	-21.29249528
83.06	-0.720147929	-21.29249865
83.07	-0.720147415	-21.29250201
83.08	-0.720146901	-21.29250535
83.09	-0.720146387	-21.29250869
83.1	-0.720145874	-21.29251201
83.11	-0.720145361	-21.29251532
83.12	-0.720144848	-21.29251862
83.13	-0.720144335	-21.2925219
83.14	-0.720143823	-21.29252518
83.15	-0.72014331	-21.29252844
83.16	-0.720142798	-21.29253169
83.17	-0.720142286	-21.29253493
83.18	-0.720141775	-21.29253816
83.19	-0.720141264	-21.29254138
83.2	-0.720140752	-21.29254459
83.21	-0.720140242	-21.29254778
83.22	-0.720139731	-21.29255096
83.23	-0.720139221	-21.29255413
83.24	-0.720138711	-21.29255729
83.25	-0.720138201	-21.29256044
83.26	-0.720137691	-21.29256357
83.27	-0.720137182	-21.2925667
83.28	-0.720136673	-21.29256981
83.29	-0.720136164	-21.29257291
83.3	-0.720135655	-21.292576
83.31	-0.720135147	-21.29257908
83.32	-0.720134639	-21.29258215
83.33	-0.720134131	-21.2925852
83.34	-0.720133623	-21.29258824
83.35	-0.720133116	-21.29259128
83.36	-0.720132609	-21.2925943
83.37	-0.720132102	-21.29259731
83.38	-0.720131595	-21.2926003
83.39	-0.720131089	-21.29260329
83.4	-0.720130583	-21.29260626
83.41	-0.720130077	-21.29260923
83.42	-0.720129571	-21.29261218
83.43	-0.720129066	-21.29261512
83.44	-0.720128561	-21.29261804
83.45	-0.720128056	-21.29262096
83.46	-0.720127552	-21.29262387
83.47	-0.720127048	-21.29262676
83.48	-0.720126544	-21.29262964
83.49	-0.72012604	-21.29263251
83.5	-0.720125537	-21.29263537
83.51	-0.720125034	-21.29263822
83.52	-0.720124531	-21.29264106
83.53	-0.720124028	-21.29264388
83.54	-0.720123526	-21.2926467
83.55	-0.720123024	-21.2926495
83.56	-0.720122522	-21.29265229
83.57	-0.720122021	-21.29265507
83.58	-0.72012152	-21.29265784
83.59	-0.720121019	-21.29266059
83.6	-0.720120518	-21.29266334
83.61	-0.720120018	-21.29266607
83.62	-0.720119518	-21.2926688
83.63	-0.720119018	-21.29267151
83.64	-0.720118519	-21.29267421
83.65	-0.72011802	-21.29267689
83.66	-0.720117521	-21.29267957
83.67	-0.720117022	-21.29268224
83.68	-0.720116524	-21.29268489
83.69	-0.720116026	-21.29268754
83.7	-0.720115529	-21.29269017
83.71	-0.720115031	-21.29269279
83.72	-0.720114534	-21.2926954
83.73	-0.720114037	-21.29269799
83.74	-0.720113541	-21.29270058
83.75	-0.720113045	-21.29270316
83.76	-0.720112549	-21.29270572
83.77	-0.720112053	-21.29270827
83.78	-0.720111558	-21.29271082
83.79	-0.720111063	-21.29271335
83.8	-0.720110568	-21.29271586
83.81	-0.720110074	-21.29271837
83.82	-0.72010958	-21.29272087
83.83	-0.720109086	-21.29272335
83.84	-0.720108593	-21.29272583
83.85	-0.7201081	-21.29272829
83.86	-0.720107607	-21.29273074
83.87	-0.720107115	-21.29273318
83.88	-0.720106622	-21.29273561
83.89	-0.720106131	-21.29273803
83.9	-0.720105639	-21.29274044
83.91	-0.720105148	-21.29274283
83.92	-0.720104657	-21.29274522
83.93	-0.720104166	-21.29274759
83.94	-0.720103676	-21.29274995
83.95	-0.720103186	-21.2927523
83.96	-0.720102697	-21.29275464
83.97	-0.720102207	-21.29275697
83.98	-0.720101718	-21.29275929
83.99	-0.72010123	-21.2927616
84	-0.720100741	-21.29276389
84.01	-0.720100254	-21.29276618
84.02	-0.720099766	-21.29276845
84.03	-0.720099279	-21.29277071
84.04	-0.720098792	-21.29277297
84.05	-0.720098305	-21.29277521
84.06	-0.720097819	-21.29277743
84.07	-0.720097333	-21.29277965
84.08	-0.720096847	-21.29278186
84.09	-0.720096362	-21.29278406
84.1	-0.720095877	-21.29278624
84.11	-0.720095392	-21.29278841
84.12	-0.720094908	-21.29279058
84.13	-0.720094424	-21.29279273
84.14	-0.72009394	-21.29279487
84.15	-0.720093457	-21.292797
84.16	-0.720092974	-21.29279912
84.17	-0.720092492	-21.29280123
84.18	-0.720092009	-21.29280332
84.19	-0.720091528	-21.29280541
84.2	-0.720091046	-21.29280748
84.21	-0.720090565	-21.29280955
84.22	-0.720090084	-21.2928116
84.23	-0.720089604	-21.29281364
84.24	-0.720089123	-21.29281567
84.25	-0.720088644	-21.2928177
84.26	-0.720088164	-21.2928197
84.27	-0.720087685	-21.2928217
84.28	-0.720087207	-21.29282369
84.29	-0.720086728	-21.29282567
84.3	-0.72008625	-21.29282763
84.31	-0.720085773	-21.29282959
84.32	-0.720085295	-21.29283153
84.33	-0.720084818	-21.29283347
84.34	-0.720084342	-21.29283539
84.35	-0.720083866	-21.2928373
84.36	-0.72008339	-21.2928392
84.37	-0.720082914	-21.29284109
84.38	-0.720082439	-21.29284297
84.39	-0.720081964	-21.29284484
84.4	-0.72008149	-21.2928467
84.41	-0.720081016	-21.29284854
84.42	-0.720080542	-21.29285038
84.43	-0.720080069	-21.29285221
84.44	-0.720079596	-21.29285402
84.45	-0.720079124	-21.29285582
84.46	-0.720078652	-21.29285762
84.47	-0.72007818	-21.2928594
84.48	-0.720077708	-21.29286117
84.49	-0.720077237	-21.29286293
84.5	-0.720076767	-21.29286468
84.51	-0.720076296	-21.29286642
84.52	-0.720075827	-21.29286815
84.53	-0.720075357	-21.29286987
84.54	-0.720074888	-21.29287158
84.55	-0.720074419	-21.29287327
84.56	-0.720073951	-21.29287496
84.57	-0.720073483	-21.29287664
84.58	-0.720073015	-21.2928783
84.59	-0.720072548	-21.29287995
84.6	-0.720072081	-21.2928816
84.61	-0.720071615	-21.29288323
84.62	-0.720071149	-21.29288485
84.63	-0.720070683	-21.29288647
84.64	-0.720070218	-21.29288807
84.65	-0.720069753	-21.29288966
84.66	-0.720069288	-21.29289124
84.67	-0.720068824	-21.29289281
84.68	-0.72006836	-21.29289437
84.69	-0.720067897	-21.29289592
84.7	-0.720067434	-21.29289745
84.71	-0.720066972	-21.29289898
84.72	-0.720066509	-21.2929005
84.73	-0.720066048	-21.292902
84.74	-0.720065586	-21.2929035
84.75	-0.720065125	-21.29290499
84.76	-0.720064665	-21.29290646
84.77	-0.720064205	-21.29290793
84.78	-0.720063745	-21.29290938
84.79	-0.720063285	-21.29291082
84.8	-0.720062826	-21.29291226
84.81	-0.720062368	-21.29291368
84.82	-0.72006191	-21.29291509
84.83	-0.720061452	-21.29291649
84.84	-0.720060995	-21.29291789
84.85	-0.720060538	-21.29291927
84.86	-0.720060081	-21.29292064
84.87	-0.720059625	-21.292922
84.88	-0.720059169	-21.29292335
84.89	-0.720058714	-21.29292469
84.9	-0.720058259	-21.29292602
84.91	-0.720057805	-21.29292734
84.92	-0.720057351	-21.29292864
84.93	-0.720056897	-21.29292994
84.94	-0.720056444	-21.29293123
84.95	-0.720055991	-21.29293251
84.96	-0.720055538	-21.29293378
84.97	-0.720055086	-21.29293503
84.98	-0.720054635	-21.29293628
84.99	-0.720054184	-21.29293752
85	-0.720053733	-21.29293874
85.01	-0.720053283	-21.29293996
85.02	-0.720052833	-21.29294116
85.03	-0.720052383	-21.29294236
85.04	-0.720051934	-21.29294355
85.05	-0.720051486	-21.29294472
85.06	-0.720051037	-21.29294589
85.07	-0.72005059	-21.29294704
85.08	-0.720050142	-21.29294819
85.09	-0.720049695	-21.29294932
85.1	-0.720049249	-21.29295044
85.11	-0.720048803	-21.29295156
85.12	-0.720048357	-21.29295266
85.13	-0.720047912	-21.29295376
85.14	-0.720047467	-21.29295484
85.15	-0.720047023	-21.29295591
85.16	-0.720046579	-21.29295698
85.17	-0.720046135	-21.29295803
85.18	-0.720045692	-21.29295907
85.19	-0.720045249	-21.29296011
85.2	-0.720044807	-21.29296113
85.21	-0.720044365	-21.29296214
85.22	-0.720043924	-21.29296315
85.23	-0.720043483	-21.29296414
85.24	-0.720043043	-21.29296512
85.25	-0.720042603	-21.2929661
85.26	-0.720042163	-21.29296706
85.27	-0.720041724	-21.29296801
85.28	-0.720041285	-21.29296896
85.29	-0.720040847	-21.29296989
85.3	-0.720040409	-21.29297081
85.31	-0.720039972	-21.29297173
85.32	-0.720039535	-21.29297263
85.33	-0.720039098	-21.29297352
85.34	-0.720038662	-21.29297441
85.35	-0.720038227	-21.29297528
85.36	-0.720037791	-21.29297615
85.37	-0.720037357	-21.292977
85.38	-0.720036922	-21.29297784
85.39	-0.720036489	-21.29297868
85.4	-0.720036055	-21.2929795
85.41	-0.720035622	-21.29298032
85.42	-0.72003519	-21.29298112
85.43	-0.720034758	-21.29298192
85.44	-0.720034326	-21.2929827
85.45	-0.720033895	-21.29298348
85.46	-0.720033464	-21.29298424
85.47	-0.720033034	-21.292985
85.48	-0.720032604	-21.29298574
85.49	-0.720032175	-21.29298648
85.5	-0.720031746	-21.2929872
85.51	-0.720031318	-21.29298792
85.52	-0.72003089	-21.29298863
85.53	-0.720030462	-21.29298932
85.54	-0.720030035	-21.29299001
85.55	-0.720029609	-21.29299069
85.56	-0.720029183	-21.29299136
85.57	-0.720028757	-21.29299202
85.58	-0.720028332	-21.29299266
85.59	-0.720027907	-21.2929933
85.6	-0.720027483	-21.29299393
85.61	-0.720027059	-21.29299455
85.62	-0.720026636	-21.29299516
85.63	-0.720026213	-21.29299576
85.64	-0.72002579	-21.29299635
85.65	-0.720025368	-21.29299693
85.66	-0.720024947	-21.29299751
85.67	-0.720024526	-21.29299807
85.68	-0.720024105	-21.29299862
85.69	-0.720023685	-21.29299916
85.7	-0.720023266	-21.2929997
85.71	-0.720022847	-21.29300022
85.72	-0.720022428	-21.29300073
85.73	-0.72002201	-21.29300124
85.74	-0.720021592	-21.29300173
85.75	-0.720021175	-21.29300222
85.76	-0.720020758	-21.2930027
85.77	-0.720020342	-21.29300316
85.78	-0.720019926	-21.29300362
85.79	-0.72001951	-21.29300407
85.8	-0.720019096	-21.29300451
85.81	-0.720018681	-21.29300494
85.82	-0.720018267	-21.29300536
85.83	-0.720017854	-21.29300577
85.84	-0.720017441	-21.29300617
85.85	-0.720017028	-21.29300656
85.86	-0.720016616	-21.29300694
85.87	-0.720016205	-21.29300731
85.88	-0.720015794	-21.29300768
85.89	-0.720015383	-21.29300803
85.9	-0.720014973	-21.29300838
85.91	-0.720014563	-21.29300871
85.92	-0.720014154	-21.29300904
85.93	-0.720013745	-21.29300935
85.94	-0.720013337	-21.29300966
85.95	-0.72001293	-21.29300996
85.96	-0.720012522	-21.29301025
85.97	-0.720012116	-21.29301053
85.98	-0.720011709	-21.2930108
85.99	-0.720011304	-21.29301106
86	-0.720010898	-21.29301131
86.01	-0.720010494	-21.29301155
86.02	-0.720010089	-21.29301179
86.03	-0.720009686	-21.29301201
86.04	-0.720009282	-21.29301223
86.05	-0.720008879	-21.29301243
86.06	-0.720008477	-21.29301263
86.07	-0.720008075	-21.29301282
86.08	-0.720007674	-21.293013
86.09	-0.720007273	-21.29301317
86.1	-0.720006873	-21.29301333
86.11	-0.720006473	-21.29301348
86.12	-0.720006073	-21.29301362
86.13	-0.720005675	-21.29301375
86.14	-0.720005276	-21.29301388
86.15	-0.720004878	-21.29301399
86.16	-0.720004481	-21.2930141
86.17	-0.720004084	-21.2930142
86.18	-0.720003688	-21.29301428
86.19	-0.720003292	-21.29301436
86.2	-0.720002896	-21.29301443
86.21	-0.720002501	-21.29301449
86.22	-0.720002107	-21.29301455
86.23	-0.720001713	-21.29301459
86.24	-0.72000132	-21.29301462
86.25	-0.720000927	-21.29301465
86.26	-0.720000534	-21.29301467
86.27	-0.720000142	-21.29301467
86.28	-0.719999751	-21.29301467
86.29	-0.71999936	-21.29301466
86.3	-0.71999897	-21.29301464
86.31	-0.71999858	-21.29301461
86.32	-0.71999819	-21.29301458
86.33	-0.719997801	-21.29301453
86.34	-0.719997413	-21.29301448
86.35	-0.719997025	-21.29301441
86.36	-0.719996638	-21.29301434
86.37	-0.719996251	-21.29301426
86.38	-0.719995865	-21.29301417
86.39	-0.719995479	-21.29301407
86.4	-0.719995093	-21.29301396
86.41	-0.719994709	-21.29301385
86.42	-0.719994324	-21.29301372
86.43	-0.71999394	-21.29301359
86.44	-0.719993557	-21.29301344
86.45	-0.719993174	-21.29301329
86.46	-0.719992792	-21.29301313
86.47	-0.71999241	-21.29301296
86.48	-0.719992029	-21.29301279
86.49	-0.719991648	-21.2930126
86.5	-0.719991268	-21.29301241
86.51	-0.719990888	-21.2930122
86.52	-0.719990509	-21.29301199
86.53	-0.71999013	-21.29301177
86.54	-0.719989752	-21.29301154
86.55	-0.719989375	-21.2930113
86.56	-0.719988997	-21.29301106
86.57	-0.719988621	-21.2930108
86.58	-0.719988245	-21.29301054
86.59	-0.719987869	-21.29301027
86.6	-0.719987494	-21.29300999
86.61	-0.719987119	-21.2930097
86.62	-0.719986745	-21.2930094
86.63	-0.719986372	-21.2930091
86.64	-0.719985999	-21.29300878
86.65	-0.719985626	-21.29300846
86.66	-0.719985254	-21.29300813
86.67	-0.719984883	-21.29300779
86.68	-0.719984512	-21.29300744
86.69	-0.719984141	-21.29300708
86.7	-0.719983772	-21.29300672
86.71	-0.719983402	-21.29300634
86.72	-0.719983033	-21.29300596
86.73	-0.719982665	-21.29300557
86.74	-0.719982297	-21.29300517
86.75	-0.71998193	-21.29300477
86.76	-0.719981563	-21.29300435
86.77	-0.719981197	-21.29300393
86.78	-0.719980831	-21.29300349
86.79	-0.719980466	-21.29300305
86.8	-0.719980101	-21.29300261
86.81	-0.719979737	-21.29300215
86.82	-0.719979374	-21.29300168
86.83	-0.719979011	-21.29300121
86.84	-0.719978648	-21.29300073
86.85	-0.719978286	-21.29300024
86.86	-0.719977925	-21.29299974
86.87	-0.719977564	-21.29299923
86.88	-0.719977203	-21.29299872
86.89	-0.719976843	-21.2929982
86.9	-0.719976484	-21.29299767
86.91	-0.719976125	-21.29299713
86.92	-0.719975767	-21.29299658
86.93	-0.719975409	-21.29299602
86.94	-0.719975052	-21.29299546
86.95	-0.719974695	-21.29299489
86.96	-0.719974339	-21.29299431
86.97	-0.719973983	-21.29299372
86.98	-0.719973628	-21.29299313
86.99	-0.719973274	-21.29299252
87	-0.719972919	-21.29299191
87.01	-0.719972566	-21.29299129
87.02	-0.719972213	-21.29299066
87.03	-0.719971861	-21.29299003
87.04	-0.719971509	-21.29298938
87.05	-0.719971157	-21.29298873
87.06	-0.719970806	-21.29298807
87.07	-0.719970456	-21.2929874
87.08	-0.719970106	-21.29298673
87.09	-0.719969757	-21.29298604
87.1	-0.719969408	-21.29298535
87.11	-0.71996906	-21.29298465
87.12	-0.719968713	-21.29298394
87.13	-0.719968366	-21.29298323
87.14	-0.719968019	-21.2929825
87.15	-0.719967673	-21.29298177
87.16	-0.719967327	-21.29298103
87.17	-0.719966983	-21.29298029
87.18	-0.719966638	-21.29297953
87.19	-0.719966294	-21.29297877
87.2	-0.719965951	-21.292978
87.21	-0.719965608	-21.29297722
87.22	-0.719965266	-21.29297643
87.23	-0.719964924	-21.29297564
87.24	-0.719964583	-21.29297484
87.25	-0.719964243	-21.29297403
87.26	-0.719963902	-21.29297321
