Time (s)	Float Heave (m)	Spar Heave (m)
93.3	-0.720015939	-21.28598239
93.36	-0.720015945	-21.2859807
93.42	-0.72001595	-21.28597942
93.48	-0.720015953	-21.28597854
93.54	-0.720015955	-21.28597807
93.6	-0.720015954	-21.28597801
93.66	-0.720015953	-21.28597835
93.72	-0.72001595	-21.28597909
93.78	-0.720015945	-21.28598025
93.84	-0.720015938	-21.2859818
93.9	-0.72001593	-21.28598376
93.96	-0.720015921	-21.28598613
94.02	-0.72001591	-21.2859889
94.08	-0.720015897	-21.28599208
94.14	-0.720015882	-21.28599565
94.2	-0.720015867	-21.28599964
94.26	-0.720015849	-21.28600402
94.32	-0.72001583	-21.28600881
94.38	-0.720015809	-21.286014
94.44	-0.720015787	-21.2860196
94.5	-0.720015763	-21.28602559
94.56	-0.720015738	-21.28603198
94.62	-0.720015711	-21.28603878
94.68	-0.720015683	-21.28604597
94.74	-0.720015652	-21.28605357
94.8	-0.720015621	-21.28606156
94.86	-0.720015588	-21.28606994
94.92	-0.720015553	-21.28607873
94.98	-0.720015517	-21.28608791
95.04	-0.720015479	-21.28609748
95.1	-0.720015439	-21.28610745
95.16	-0.720015398	-21.28611781
95.22	-0.720015356	-21.28612856
95.28	-0.720015312	-21.2861397
95.34	-0.720015266	-21.28615123
95.4	-0.720015219	-21.28616314
95.46	-0.720015171	-21.28617545
95.52	-0.720015121	-21.28618814
95.58	-0.720015069	-21.28620121
95.64	-0.720015016	-21.28621467
95.7	-0.720014961	-21.28622851
95.76	-0.720014905	-21.28624273
95.82	-0.720014847	-21.28625732
95.88	-0.720014788	-21.2862723
95.94	-0.720014727	-21.28628765
96	-0.720014665	-21.28630337
96.06	-0.720014601	-21.28631947
96.12	-0.720014536	-21.28633594
96.18	-0.720014469	-21.28635278
96.24	-0.720014401	-21.28636998
96.3	-0.720014331	-21.28638755
96.36	-0.72001426	-21.28640549
96.42	-0.720014188	-21.28642379
96.48	-0.720014114	-21.28644245
96.54	-0.720014038	-21.28646146
96.6	-0.720013962	-21.28648084
96.66	-0.720013883	-21.28650056
96.72	-0.720013804	-21.28652065
96.78	-0.720013723	-21.28654108
96.84	-0.72001364	-21.28656186
96.9	-0.720013556	-21.28658298
96.96	-0.720013471	-21.28660446
97.02	-0.720013384	-21.28662627
97.08	-0.720013296	-21.28664842
97.14	-0.720013207	-21.28667091
97.2	-0.720013116	-21.28669374
97.26	-0.720013024	-21.2867169
97.32	-0.720012931	-21.28674039
97.38	-0.720012836	-21.28676421
97.44	-0.720012741	-21.28678836
97.5	-0.720012643	-21.28681283
97.56	-0.720012545	-21.28683762
97.62	-0.720012445	-21.28686273
97.68	-0.720012344	-21.28688816
97.74	-0.720012242	-21.2869139
97.8	-0.720012138	-21.28693995
97.86	-0.720012033	-21.28696631
97.92	-0.720011927	-21.28699297
97.98	-0.72001182	-21.28701994
98.04	-0.720011712	-21.28704721
98.1	-0.720011602	-21.28707478
98.16	-0.720011492	-21.28710264
98.22	-0.72001138	-21.28713079
98.28	-0.720011267	-21.28715923
98.34	-0.720011153	-21.28718796
98.4	-0.720011038	-21.28721697
98.46	-0.720010921	-21.28724627
98.52	-0.720010804	-21.28727584
98.58	-0.720010685	-21.28730568
98.64	-0.720010566	-21.2873358
98.7	-0.720010445	-21.28736618
98.76	-0.720010323	-21.28739683
98.82	-0.720010201	-21.28742775
98.88	-0.720010077	-21.28745892
98.94	-0.720009952	-21.28749035
99	-0.720009826	-21.28752203
99.06	-0.7200097	-21.28755396
99.12	-0.720009572	-21.28758614
99.18	-0.720009443	-21.28761856
99.24	-0.720009314	-21.28765122
99.3	-0.720009183	-21.28768412
99.36	-0.720009052	-21.28771725
99.42	-0.720008919	-21.28775061
99.48	-0.720008786	-21.2877842
99.54	-0.720008652	-21.28781801
99.6	-0.720008517	-21.28785204
99.66	-0.720008381	-21.28788629
99.72	-0.720008244	-21.28792075
99.78	-0.720008107	-21.28795542
99.84	-0.720007969	-21.2879903
99.9	-0.720007829	-21.28802537
99.96	-0.72000769	-21.28806065
100.02	-0.720007549	-21.28809613
100.08	-0.720007407	-21.28813179
100.14	-0.720007265	-21.28816765
100.2	-0.720007122	-21.28820368
100.26	-0.720006979	-21.2882399
100.32	-0.720006834	-21.2882763
100.38	-0.720006689	-21.28831287
100.44	-0.720006544	-21.28834961
100.5	-0.720006397	-21.28838652
100.56	-0.72000625	-21.28842359
100.62	-0.720006103	-21.28846082
100.68	-0.720005955	-21.2884982
100.74	-0.720005806	-21.28853574
100.8	-0.720005656	-21.28857342
100.86	-0.720005506	-21.28861125
100.92	-0.720005356	-21.28864921
100.98	-0.720005205	-21.28868732
101.04	-0.720005053	-21.28872555
101.1	-0.720004901	-21.28876392
101.16	-0.720004748	-21.2888024
101.22	-0.720004595	-21.28884101
101.28	-0.720004441	-21.28887974
101.34	-0.720004287	-21.28891858
101.4	-0.720004133	-21.28895753
101.46	-0.720003978	-21.28899658
101.52	-0.720003823	-21.28903573
101.58	-0.720003667	-21.28907498
101.64	-0.720003511	-21.28911433
101.7	-0.720003354	-21.28915376
101.76	-0.720003198	-21.28919328
101.82	-0.720003041	-21.28923288
101.88	-0.720002883	-21.28927256
101.94	-0.720002725	-21.28931231
102	-0.720002567	-21.28935213
102.06	-0.720002409	-21.28939201
102.12	-0.720002251	-21.28943196
102.18	-0.720002092	-21.28947196
102.24	-0.720001933	-21.28951202
102.3	-0.720001774	-21.28955213
102.36	-0.720001614	-21.28959228
102.42	-0.720001455	-21.28963247
102.48	-0.720001295	-21.2896727
102.54	-0.720001135	-21.28971296
102.6	-0.720000976	-21.28975325
102.66	-0.720000816	-21.28979357
102.72	-0.720000655	-21.28983391
102.78	-0.720000495	-21.28987426
102.84	-0.720000335	-21.28991463
102.9	-0.720000175	-21.289955
102.96	-0.720000015	-21.28999538
103.02	-0.719999854	-21.29003576
103.08	-0.719999694	-21.29007614
103.14	-0.719999534	-21.29011651
103.2	-0.719999374	-21.29015687
103.26	-0.719999214	-21.29019721
103.32	-0.719999054	-21.29023753
103.38	-0.719998894	-21.29027783
103.44	-0.719998734	-21.2903181
103.5	-0.719998574	-21.29035833
103.56	-0.719998415	-21.29039853
103.62	-0.719998255	-21.29043869
103.68	-0.719998096	-21.29047881
103.74	-0.719997937	-21.29051888
103.8	-0.719997778	-21.2905589
103.86	-0.71999762	-21.29059886
103.92	-0.719997462	-21.29063876
103.98	-0.719997304	-21.29067859
104.04	-0.719997146	-21.29071836
104.1	-0.719996988	-21.29075805
104.16	-0.719996831	-21.29079767
104.22	-0.719996674	-21.29083721
104.28	-0.719996518	-21.29087666
104.34	-0.719996362	-21.29091602
104.4	-0.719996206	-21.2909553
104.46	-0.71999605	-21.29099447
104.52	-0.719995895	-21.29103355
104.58	-0.719995741	-21.29107252
104.64	-0.719995587	-21.29111138
104.7	-0.719995433	-21.29115013
104.76	-0.71999528	-21.29118877
104.82	-0.719995127	-21.29122729
104.88	-0.719994975	-21.29126568
104.94	-0.719994823	-21.29130394
105	-0.719994672	-21.29134207
105.06	-0.719994521	-21.29138007
105.12	-0.719994371	-21.29141793
105.18	-0.719994221	-21.29145565
105.24	-0.719994072	-21.29149321
105.3	-0.719993924	-21.29153063
105.36	-0.719993776	-21.2915679
105.42	-0.719993629	-21.291605
105.48	-0.719993483	-21.29164195
105.54	-0.719993337	-21.29167872
105.6	-0.719993192	-21.29171533
105.66	-0.719993047	-21.29175177
105.72	-0.719992903	-21.29178803
105.78	-0.71999276	-21.29182411
105.84	-0.719992618	-21.29186001
105.9	-0.719992476	-21.29189571
105.96	-0.719992335	-21.29193123
106.02	-0.719992195	-21.29196655
106.08	-0.719992056	-21.29200168
106.14	-0.719991917	-21.2920366
106.2	-0.71999178	-21.29207132
106.26	-0.719991643	-21.29210582
106.32	-0.719991507	-21.29214012
106.38	-0.719991372	-21.2921742
106.44	-0.719991237	-21.29220806
106.5	-0.719991104	-21.2922417
106.56	-0.719990971	-21.29227511
106.62	-0.71999084	-21.2923083
106.68	-0.719990709	-21.29234125
106.74	-0.719990579	-21.29237396
106.8	-0.719990451	-21.29240644
106.86	-0.719990323	-21.29243867
106.92	-0.719990196	-21.29247066
106.98	-0.71999007	-21.29250239
107.04	-0.719989945	-21.29253388
107.1	-0.719989821	-21.29256511
107.16	-0.719989698	-21.29259608
107.22	-0.719989576	-21.29262679
107.28	-0.719989456	-21.29265723
107.34	-0.719989336	-21.29268741
107.4	-0.719989217	-21.29271732
107.46	-0.7199891	-21.29274695
107.52	-0.719988983	-21.29277631
107.58	-0.719988868	-21.29280538
107.64	-0.719988754	-21.29283417
107.7	-0.719988641	-21.29286268
107.76	-0.719988529	-21.2928909
107.82	-0.719988418	-21.29291883
107.88	-0.719988308	-21.29294646
107.94	-0.7199882	-21.29297379
108	-0.719988093	-21.29300083
108.06	-0.719987986	-21.29302756
108.12	-0.719987882	-21.29305399
108.18	-0.719987778	-21.29308011
108.24	-0.719987676	-21.29310592
108.3	-0.719987574	-21.29313142
108.36	-0.719987475	-21.2931566
108.42	-0.719987376	-21.29318146
108.48	-0.719987279	-21.29320601
108.54	-0.719987183	-21.29323023
108.6	-0.719987088	-21.29325412
108.66	-0.719986994	-21.29327768
108.72	-0.719986902	-21.29330092
108.78	-0.719986811	-21.29332382
108.84	-0.719986722	-21.29334639
108.9	-0.719986634	-21.29336862
108.96	-0.719986547	-21.29339051
109.02	-0.719986461	-21.29341206
109.08	-0.719986377	-21.29343326
109.14	-0.719986295	-21.29345412
109.2	-0.719986213	-21.29347463
109.26	-0.719986133	-21.29349479
109.32	-0.719986055	-21.2935146
109.38	-0.719985978	-21.29353405
109.44	-0.719985902	-21.29355315
109.5	-0.719985828	-21.29357189
109.56	-0.719985755	-21.29359027
109.62	-0.719985683	-21.29360829
109.68	-0.719985613	-21.29362594
109.74	-0.719985545	-21.29364323
109.8	-0.719985478	-21.29366015
109.86	-0.719985412	-21.2936767
109.92	-0.719985348	-21.29369288
109.98	-0.719985285	-21.29370869
110.04	-0.719985224	-21.29372412
110.1	-0.719985164	-21.29373918
110.16	-0.719985106	-21.29375387
110.22	-0.71998505	-21.29376817
110.28	-0.719984994	-21.2937821
110.34	-0.719984941	-21.29379564
110.4	-0.719984889	-21.2938088
110.46	-0.719984838	-21.29382158
110.52	-0.719984789	-21.29383397
110.58	-0.719984741	-21.29384597
110.64	-0.719984695	-21.29385759
110.7	-0.719984651	-21.29386882
110.76	-0.719984608	-21.29387966
110.82	-0.719984566	-21.2938901
110.88	-0.719984526	-21.29390016
110.94	-0.719984488	-21.29390982
111	-0.719984451	-21.29391909
111.06	-0.719984416	-21.29392796
111.12	-0.719984383	-21.29393644
111.18	-0.719984351	-21.29394452
111.24	-0.71998432	-21.2939522
111.3	-0.719984291	-21.29395949
111.36	-0.719984264	-21.29396637
111.42	-0.719984238	-21.29397286
111.48	-0.719984214	-21.29397894
111.54	-0.719984192	-21.29398462
111.6	-0.719984171	-21.29398991
111.66	-0.719984152	-21.29399479
111.72	-0.719984134	-21.29399926
111.78	-0.719984118	-21.29400334
111.84	-0.719984103	-21.29400701
111.9	-0.71998409	-21.29401027
111.96	-0.719984079	-21.29401314
112.02	-0.719984069	-21.29401559
112.08	-0.719984061	-21.29401765
112.14	-0.719984055	-21.29401929
112.2	-0.71998405	-21.29402054
112.26	-0.719984046	-21.29402137
112.32	-0.719984045	-21.29402181
112.38	-0.719984045	-21.29402183
112.44	-0.719984046	-21.29402146
112.5	-0.719984049	-21.29402067
112.56	-0.719984054	-21.29401948
112.62	-0.71998406	-21.29401789
112.68	-0.719984068	-21.29401589
112.74	-0.719984078	-21.29401348
112.8	-0.719984089	-21.29401067
112.86	-0.719984102	-21.29400746
112.92	-0.719984116	-21.29400384
112.98	-0.719984132	-21.29399982
113.04	-0.71998415	-21.2939954
113.1	-0.719984169	-21.29399057
113.16	-0.71998419	-21.29398534
113.22	-0.719984212	-21.29397971
113.28	-0.719984236	-21.29397368
113.34	-0.719984262	-21.29396725
113.4	-0.719984289	-21.29396042
113.46	-0.719984318	-21.29395319
113.52	-0.719984348	-21.29394556
113.58	-0.71998438	-21.29393753
113.64	-0.719984413	-21.2939291
113.7	-0.719984448	-21.29392028
113.76	-0.719984485	-21.29391107
113.82	-0.719984523	-21.29390146
113.88	-0.719984563	-21.29389145
113.94	-0.719984604	-21.29388106
114	-0.719984647	-21.29387027
114.06	-0.719984691	-21.29385909
114.12	-0.719984737	-21.29384753
114.18	-0.719984785	-21.29383557
114.24	-0.719984834	-21.29382323
114.3	-0.719984884	-21.29381051
114.36	-0.719984936	-21.2937974
114.42	-0.71998499	-21.2937839
114.48	-0.719985045	-21.29377003
114.54	-0.719985101	-21.29375578
114.6	-0.719985159	-21.29374114
114.66	-0.719985219	-21.29372613
114.72	-0.71998528	-21.29371075
114.78	-0.719985343	-21.29369499
114.84	-0.719985407	-21.29367886
114.9	-0.719985472	-21.29366235
114.96	-0.719985539	-21.29364548
115.02	-0.719985608	-21.29362824
115.08	-0.719985678	-21.29361064
115.14	-0.719985749	-21.29359267
115.2	-0.719985822	-21.29357434
115.26	-0.719985896	-21.29355565
115.32	-0.719985971	-21.2935366
115.38	-0.719986048	-21.29351719
115.44	-0.719986127	-21.29349743
115.5	-0.719986207	-21.29347731
115.56	-0.719986288	-21.29345685
115.62	-0.719986371	-21.29343604
115.68	-0.719986455	-21.29341488
115.74	-0.71998654	-21.29339338
115.8	-0.719986627	-21.29337153
115.86	-0.719986715	-21.29334935
115.92	-0.719986804	-21.29332682
115.98	-0.719986895	-21.29330397
116.04	-0.719986987	-21.29328077
116.1	-0.71998708	-21.29325725
116.16	-0.719987175	-21.2932334
116.22	-0.719987271	-21.29320923
116.28	-0.719987368	-21.29318473
116.34	-0.719987466	-21.29315991
116.4	-0.719987566	-21.29313477
116.46	-0.719987667	-21.29310931
116.52	-0.719987769	-21.29308354
116.58	-0.719987873	-21.29305747
116.64	-0.719987978	-21.29303108
116.7	-0.719988084	-21.29300438
116.76	-0.719988191	-21.29297739
116.82	-0.719988299	-21.29295009
116.88	-0.719988409	-21.2929225
116.94	-0.719988519	-21.29289461
117	-0.719988631	-21.29286643
117.06	-0.719988744	-21.29283796
117.12	-0.719988858	-21.29280921
117.18	-0.719988973	-21.29278017
117.24	-0.71998909	-21.29275085
117.3	-0.719989207	-21.29272126
117.36	-0.719989326	-21.29269139
117.42	-0.719989445	-21.29266125
117.48	-0.719989566	-21.29263084
117.54	-0.719989688	-21.29260016
117.6	-0.71998981	-21.29256923
117.66	-0.719989934	-21.29253803
117.72	-0.719990059	-21.29250658
117.78	-0.719990185	-21.29247488
117.84	-0.719990311	-21.29244292
117.9	-0.719990439	-21.29241072
117.96	-0.719990568	-21.29237828
118.02	-0.719990698	-21.2923456
118.08	-0.719990828	-21.29231268
118.14	-0.71999096	-21.29227953
118.2	-0.719991092	-21.29224615
118.26	-0.719991226	-21.29221254
118.32	-0.71999136	-21.29217871
118.38	-0.719991495	-21.29214466
118.44	-0.719991631	-21.29211039
118.5	-0.719991768	-21.29207591
118.56	-0.719991905	-21.29204122
118.62	-0.719992044	-21.29200633
118.68	-0.719992183	-21.29197123
118.74	-0.719992323	-21.29193593
118.8	-0.719992464	-21.29190044
118.86	-0.719992605	-21.29186476
118.92	-0.719992748	-21.29182889
118.98	-0.719992891	-21.29179284
119.04	-0.719993035	-21.2917566
119.1	-0.719993179	-21.29172019
119.16	-0.719993324	-21.2916836
119.22	-0.71999347	-21.29164685
119.28	-0.719993617	-21.29160993
119.34	-0.719993764	-21.29157284
119.4	-0.719993911	-21.2915356
119.46	-0.71999406	-21.2914982
119.52	-0.719994209	-21.29146065
119.58	-0.719994358	-21.29142296
119.64	-0.719994509	-21.29138512
119.7	-0.719994659	-21.29134714
119.76	-0.71999481	-21.29130903
119.82	-0.719994962	-21.29127078
119.88	-0.719995114	-21.29123241
119.94	-0.719995267	-21.29119391
120	-0.71999542	-21.29115529
120.06	-0.719995574	-21.29111656
120.12	-0.719995728	-21.29107771
120.18	-0.719995883	-21.29103875
120.24	-0.719996038	-21.29099969
120.3	-0.719996193	-21.29096053
120.36	-0.719996349	-21.29092127
120.42	-0.719996505	-21.29088192
120.48	-0.719996661	-21.29084248
120.54	-0.719996818	-21.29080295
120.6	-0.719996975	-21.29076335
120.66	-0.719997133	-21.29072366
120.72	-0.719997291	-21.29068391
120.78	-0.719997449	-21.29064408
120.84	-0.719997607	-21.29060419
120.9	-0.719997765	-21.29056424
120.96	-0.719997924	-21.29052423
121.02	-0.719998083	-21.29048417
121.08	-0.719998242	-21.29044406
121.14	-0.719998401	-21.29040391
121.2	-0.719998561	-21.29036372
121.26	-0.71999872	-21.29032348
121.32	-0.71999888	-21.29028322
121.38	-0.71999904	-21.29024293
121.44	-0.7199992	-21.29020261
121.5	-0.71999936	-21.29016227
121.56	-0.71999952	-21.29012192
121.62	-0.71999968	-21.29008155
121.68	-0.71999984	-21.29004118
121.74	-0.720000001	-21.2900008
121.8	-0.720000161	-21.28996042
121.86	-0.720000321	-21.28992005
121.92	-0.720000481	-21.28987968
121.98	-0.720000641	-21.28983933
122.04	-0.720000801	-21.28979899
122.1	-0.720000961	-21.28975867
122.16	-0.720001121	-21.28971838
122.22	-0.720001281	-21.28967811
122.28	-0.72000144	-21.28963788
122.34	-0.7200016	-21.28959768
122.4	-0.720001759	-21.28955753
122.46	-0.720001918	-21.28951742
122.52	-0.720002077	-21.28947735
122.58	-0.720002236	-21.28943734
122.64	-0.720002394	-21.28939739
122.7	-0.720002553	-21.2893575
122.76	-0.720002711	-21.28931767
122.82	-0.720002868	-21.28927791
122.88	-0.720003026	-21.28923823
122.94	-0.720003183	-21.28919862
123	-0.72000334	-21.28915909
123.06	-0.720003496	-21.28911965
123.12	-0.720003652	-21.28908029
123.18	-0.720003808	-21.28904103
123.24	-0.720003963	-21.28900187
123.3	-0.720004118	-21.2889628
123.36	-0.720004273	-21.28892384
123.42	-0.720004427	-21.28888499
123.48	-0.720004581	-21.28884625
123.54	-0.720004734	-21.28880763
123.6	-0.720004887	-21.28876912
123.66	-0.720005039	-21.28873075
123.72	-0.720005191	-21.2886925
123.78	-0.720005342	-21.28865438
123.84	-0.720005493	-21.28861639
123.9	-0.720005643	-21.28857855
123.96	-0.720005792	-21.28854085
124.02	-0.720005941	-21.2885033
124.08	-0.72000609	-21.28846589
124.14	-0.720006237	-21.28842865
124.2	-0.720006384	-21.28839156
124.26	-0.720006531	-21.28835463
124.32	-0.720006677	-21.28831787
124.38	-0.720006822	-21.28828128
124.44	-0.720006966	-21.28824486
124.5	-0.72000711	-21.28820862
124.56	-0.720007253	-21.28817255
124.62	-0.720007396	-21.28813668
124.68	-0.720007537	-21.28810099
124.74	-0.720007678	-21.28806549
124.8	-0.720007818	-21.28803019
124.86	-0.720007957	-21.28799508
124.92	-0.720008096	-21.28796018
124.98	-0.720008233	-21.28792549
125.04	-0.72000837	-21.287891
125.1	-0.720008506	-21.28785673
125.16	-0.720008641	-21.28782267
125.22	-0.720008775	-21.28778883
125.28	-0.720008909	-21.28775521
125.34	-0.720009041	-21.28772182
125.4	-0.720009173	-21.28768866
125.46	-0.720009303	-21.28765573
125.52	-0.720009433	-21.28762304
125.58	-0.720009562	-21.28759059
125.64	-0.720009689	-21.28755838
125.7	-0.720009816	-21.28752642
125.76	-0.720009942	-21.28749471
125.82	-0.720010067	-21.28746325
125.88	-0.720010191	-21.28743204
125.94	-0.720010313	-21.2874011
126	-0.720010435	-21.28737041
126.06	-0.720010556	-21.28734
126.12	-0.720010675	-21.28730985
126.18	-0.720010794	-21.28727997
126.24	-0.720010911	-21.28725036
126.3	-0.720011027	-21.28722103
126.36	-0.720011143	-21.28719199
126.42	-0.720011257	-21.28716322
126.48	-0.72001137	-21.28713474
126.54	-0.720011482	-21.28710655
126.6	-0.720011592	-21.28707865
126.66	-0.720011702	-21.28705105
126.72	-0.72001181	-21.28702374
126.78	-0.720011917	-21.28699674
126.84	-0.720012023	-21.28697003
126.9	-0.720012128	-21.28694363
126.96	-0.720012231	-21.28691754
127.02	-0.720012333	-21.28689176
127.08	-0.720012434	-21.2868663
127.14	-0.720012534	-21.28684115
127.2	-0.720012633	-21.28681632
127.26	-0.72001273	-21.28679181
127.32	-0.720012826	-21.28676762
127.38	-0.72001292	-21.28674376
127.44	-0.720013014	-21.28672022
127.5	-0.720013106	-21.28669702
127.56	-0.720013196	-21.28667415
127.62	-0.720013286	-21.28665161
127.68	-0.720013374	-21.28662942
127.74	-0.720013461	-21.28660756
127.8	-0.720013546	-21.28658604
127.86	-0.72001363	-21.28656487
127.92	-0.720013712	-21.28654405
127.98	-0.720013794	-21.28652357
128.04	-0.720013873	-21.28650345
128.1	-0.720013952	-21.28648367
128.16	-0.720014029	-21.28646425
128.22	-0.720014104	-21.28644519
128.28	-0.720014179	-21.28642649
128.34	-0.720014251	-21.28640814
128.4	-0.720014323	-21.28639016
128.46	-0.720014393	-21.28637254
128.52	-0.720014461	-21.28635529
128.58	-0.720014528	-21.2863384
128.64	-0.720014593	-21.28632189
128.7	-0.720014657	-21.28630574
128.76	-0.72001472	-21.28628997
128.82	-0.720014781	-21.28627457
128.88	-0.720014841	-21.28625955
128.94	-0.720014899	-21.2862449
129	-0.720014955	-21.28623063
129.06	-0.72001501	-21.28621674
129.12	-0.720015064	-21.28620324
129.18	-0.720015116	-21.28619011
129.24	-0.720015166	-21.28617737
129.3	-0.720015215	-21.28616502
129.36	-0.720015263	-21.28615305
129.42	-0.720015309	-21.28614147
129.48	-0.720015353	-21.28613028
129.54	-0.720015396	-21.28611948
129.6	-0.720015437	-21.28610907
129.66	-0.720015477	-21.28609905
129.72	-0.720015515	-21.28608943
129.78	-0.720015552	-21.28608019
129.84	-0.720015587	-21.28607136
129.9	-0.72001562	-21.28606292
129.96	-0.720015652	-21.28605488
130.02	-0.720015682	-21.28604723
130.08	-0.720015711	-21.28603999
130.14	-0.720015738	-21.28603314
130.2	-0.720015764	-21.28602669
130.26	-0.720015787	-21.28602065
130.32	-0.72001581	-21.286015
130.38	-0.720015831	-21.28600976
130.44	-0.72001585	-21.28600492
130.5	-0.720015867	-21.28600048
130.56	-0.720015883	-21.28599644
130.62	-0.720015898	-21.28599281
130.68	-0.72001591	-21.28598958
130.74	-0.720015922	-21.28598676
130.8	-0.720015931	-21.28598434
130.86	-0.720015939	-21.28598232
130.92	-0.720015945	-21.28598071
130.98	-0.72001595	-21.28597951
131.04	-0.720015953	-21.28597871
131.1	-0.720015955	-21.28597832
131.16	-0.720015955	-21.28597833
131.22	-0.720015953	-21.28597874
131.28	-0.72001595	-21.28597957
131.34	-0.720015945	-21.28598079
131.4	-0.720015938	-21.28598243
131.46	-0.72001593	-21.28598447
131.52	-0.720015921	-21.28598691
131.58	-0.720015909	-21.28598975
131.64	-0.720015896	-21.28599301
131.7	-0.720015882	-21.28599666
131.76	-0.720015866	-21.28600072
131.82	-0.720015848	-21.28600518
131.88	-0.720015828	-21.28601005
131.94	-0.720015808	-21.28601531
132	-0.720015785	-21.28602098
132.06	-0.720015761	-21.28602705
132.12	-0.720015735	-21.28603352
132.18	-0.720015708	-21.28604039
132.24	-0.720015679	-21.28604766
132.3	-0.720015649	-21.28605533
132.36	-0.720015617	-21.28606339
132.42	-0.720015583	-21.28607185
132.48	-0.720015548	-21.28608071
132.54	-0.720015511	-21.28608996
132.6	-0.720015473	-21.28609961
132.66	-0.720015433	-21.28610965
132.72	-0.720015391	-21.28612008
132.78	-0.720015348	-21.28613091
132.84	-0.720015304	-21.28614212
132.9	-0.720015258	-21.28615372
132.96	-0.72001521	-21.28616571
133.02	-0.720015161	-21.28617809
133.08	-0.72001511	-21.28619085
133.14	-0.720015058	-21.286204
133.2	-0.720015005	-21.28621752
133.26	-0.720014949	-21.28623143
133.32	-0.720014893	-21.28624572
133.38	-0.720014834	-21.28626039
133.44	-0.720014775	-21.28627544
133.5	-0.720014713	-21.28629086
133.56	-0.720014651	-21.28630665
133.62	-0.720014587	-21.28632282
133.68	-0.720014521	-21.28633936
133.74	-0.720014454	-21.28635626
133.8	-0.720014385	-21.28637353
133.86	-0.720014315	-21.28639117
133.92	-0.720014244	-21.28640918
133.98	-0.720014171	-21.28642754
134.04	-0.720014097	-21.28644627
134.1	-0.720014021	-21.28646535
134.16	-0.720013944	-21.28648479
134.22	-0.720013865	-21.28650458
134.28	-0.720013785	-21.28652473
134.34	-0.720013704	-21.28654522
134.4	-0.720013621	-21.28656607
134.46	-0.720013537	-21.28658726
134.52	-0.720013452	-21.28660879
134.58	-0.720013365	-21.28663067
134.64	-0.720013277	-21.28665289
134.7	-0.720013187	-21.28667544
134.76	-0.720013096	-21.28669833
134.82	-0.720013004	-21.28672155
134.88	-0.720012911	-21.2867451
134.94	-0.720012816	-21.28676898
135	-0.72001272	-21.28679319
135.06	-0.720012622	-21.28681772
135.12	-0.720012524	-21.28684257
135.18	-0.720012424	-21.28686774
135.24	-0.720012323	-21.28689322
135.3	-0.72001222	-21.28691902
135.36	-0.720012117	-21.28694512
135.42	-0.720012012	-21.28697154
135.48	-0.720011906	-21.28699826
135.54	-0.720011799	-21.28702528
135.6	-0.72001169	-21.28705261
135.66	-0.720011581	-21.28708023
135.72	-0.72001147	-21.28710814
135.78	-0.720011358	-21.28713635
135.84	-0.720011245	-21.28716484
135.9	-0.720011131	-21.28719362
135.96	-0.720011015	-21.28722269
136.02	-0.720010899	-21.28725203
136.08	-0.720010781	-21.28728165
136.14	-0.720010663	-21.28731155
136.2	-0.720010543	-21.28734171
136.26	-0.720010422	-21.28737214
136.32	-0.720010301	-21.28740284
136.38	-0.720010178	-21.2874338
136.44	-0.720010054	-21.28746502
136.5	-0.720009929	-21.28749649
136.56	-0.720009803	-21.28752822
136.62	-0.720009676	-21.2875602
136.68	-0.720009548	-21.28759242
136.74	-0.72000942	-21.28762488
136.8	-0.72000929	-21.28765759
136.86	-0.720009159	-21.28769053
136.92	-0.720009027	-21.2877237
136.98	-0.720008895	-21.2877571
137.04	-0.720008761	-21.28779073
137.1	-0.720008627	-21.28782458
137.16	-0.720008492	-21.28785865
137.22	-0.720008356	-21.28789294
137.28	-0.720008219	-21.28792743
137.34	-0.720008081	-21.28796214
137.4	-0.720007943	-21.28799705
137.46	-0.720007803	-21.28803217
137.52	-0.720007663	-21.28806748
137.58	-0.720007522	-21.28810299
137.64	-0.720007381	-21.28813869
137.7	-0.720007238	-21.28817458
137.76	-0.720007095	-21.28821065
137.82	-0.720006951	-21.2882469
137.88	-0.720006807	-21.28828332
137.94	-0.720006662	-21.28831992
138	-0.720006516	-21.28835669
138.06	-0.720006369	-21.28839363
138.12	-0.720006222	-21.28843073
138.18	-0.720006074	-21.28846798
138.24	-0.720005926	-21.28850539
138.3	-0.720005777	-21.28854295
138.36	-0.720005627	-21.28858066
138.42	-0.720005477	-21.28861851
138.48	-0.720005326	-21.2886565
138.54	-0.720005175	-21.28869463
138.6	-0.720005023	-21.28873289
138.66	-0.720004871	-21.28877127
138.72	-0.720004718	-21.28880978
138.78	-0.720004565	-21.28884841
138.84	-0.720004411	-21.28888715
138.9	-0.720004257	-21.28892601
138.96	-0.720004102	-21.28896497
139.02	-0.720003947	-21.28900404
139.08	-0.720003792	-21.28904321
139.14	-0.720003636	-21.28908248
139.2	-0.72000348	-21.28912184
139.26	-0.720003324	-21.28916128
139.32	-0.720003167	-21.28920082
139.38	-0.72000301	-21.28924043
139.44	-0.720002852	-21.28928012
139.5	-0.720002694	-21.28931988
139.56	-0.720002536	-21.28935971
139.62	-0.720002378	-21.2893996
139.68	-0.72000222	-21.28943956
139.74	-0.720002061	-21.28947957
139.8	-0.720001902	-21.28951963
139.86	-0.720001743	-21.28955975
139.92	-0.720001583	-21.2895999
