Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
65.01              -0.0937         -5.3705
65.04              -0.0948         -5.4319
65.07              -0.0958         -5.4928
65.10              -0.0969         -5.5531
65.13              -0.0979         -5.6130
65.16              -0.0989         -5.6723
65.19              -0.1000         -5.7310
65.22              -0.1010         -5.7893
65.25              -0.1020         -5.8469
65.28              -0.1030         -5.9040
65.31              -0.1040         -5.9606
65.34              -0.1050         -6.0166
65.37              -0.1059         -6.0720
65.40              -0.1069         -6.1269
65.43              -0.1078         -6.1812
65.46              -0.1088         -6.2349
65.49              -0.1097         -6.2880
65.52              -0.1106         -6.3405
65.55              -0.1115         -6.3924
65.58              -0.1124         -6.4437
65.61              -0.1133         -6.4943
65.64              -0.1142         -6.5444
65.67              -0.1150         -6.5939
65.70              -0.1159         -6.6427
65.73              -0.1167         -6.6909
65.76              -0.1175         -6.7384
65.79              -0.1184         -6.7854
65.82              -0.1192         -6.8316
65.85              -0.1200         -6.8773
65.88              -0.1208         -6.9222
65.91              -0.1215         -6.9665
65.94              -0.1223         -7.0102
65.97              -0.1230         -7.0532
66.00              -0.1238         -7.0955
66.03              -0.1245         -7.1371
66.06              -0.1252         -7.1781
66.09              -0.1259         -7.2184
66.12              -0.1266         -7.2580
66.15              -0.1273         -7.2969
66.18              -0.1280         -7.3351
66.21              -0.1286         -7.3726
66.24              -0.1293         -7.4094
66.27              -0.1299         -7.4455
66.30              -0.1305         -7.4809
66.33              -0.1311         -7.5156
66.36              -0.1317         -7.5496
66.39              -0.1323         -7.5828
66.42              -0.1328         -7.6153
66.45              -0.1334         -7.6471
66.48              -0.1339         -7.6782
66.51              -0.1345         -7.7085
66.54              -0.1350         -7.7381
66.57              -0.1355         -7.7670
66.60              -0.1360         -7.7951
66.63              -0.1365         -7.8225
66.66              -0.1369         -7.8492
66.69              -0.1374         -7.8751
66.72              -0.1378         -7.9002
66.75              -0.1382         -7.9246
66.78              -0.1387         -7.9482
66.81              -0.1391         -7.9711
66.84              -0.1394         -7.9932
66.87              -0.1398         -8.0145
66.90              -0.1402         -8.0351
66.93              -0.1405         -8.0549
66.96              -0.1408         -8.0740
66.99              -0.1412         -8.0923
67.02              -0.1415         -8.1098
67.05              -0.1418         -8.1265
67.08              -0.1420         -8.1425
67.11              -0.1423         -8.1576
67.14              -0.1426         -8.1721
67.17              -0.1428         -8.1857
67.20              -0.1430         -8.1985
67.23              -0.1432         -8.2106
67.26              -0.1434         -8.2219
67.29              -0.1436         -8.2324
67.32              -0.1438         -8.2421
67.35              -0.1439         -8.2510
67.38              -0.1441         -8.2591
67.41              -0.1442         -8.2665
67.44              -0.1443         -8.2730
67.47              -0.1444         -8.2788
67.50              -0.1445         -8.2838
67.53              -0.1446         -8.2880
67.56              -0.1446         -8.2914
67.59              -0.1447         -8.2940
67.62              -0.1447         -8.2958
67.65              -0.1447         -8.2968
67.68              -0.1447         -8.2971
67.71              -0.1447         -8.2965
67.74              -0.1447         -8.2952
67.77              -0.1447         -8.2931
67.80              -0.1446         -8.2902
67.83              -0.1446         -8.2864
67.86              -0.1445         -8.2820
67.89              -0.1444         -8.2767
67.92              -0.1443         -8.2706
67.95              -0.1442         -8.2637
67.98              -0.1440         -8.2561
68.01              -0.1439         -8.2477
68.04              -0.1437         -8.2385
68.07              -0.1435         -8.2285
68.10              -0.1434         -8.2177
68.13              -0.1432         -8.2061
68.16              -0.1429         -8.1938
