Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
66.48               -1.4016         0.0000          -0.6670         -1.3615         0.0000          -21.2986        
66.54               -1.4011         0.0000          -0.6667         -1.3621         0.0000          -21.2978        
66.60               -1.4006         0.0000          -0.6666         -1.3626         0.0000          -21.2971        
66.66               -1.4001         0.0000          -0.6665         -1.3632         0.0000          -21.2963        
66.72               -1.3997         0.0000          -0.6664         -1.3638         0.0000          -21.2955        
66.78               -1.3992         0.0000          -0.6664         -1.3645         0.0000          -21.2948        
66.84               -1.3987         0.0000          -0.6665         -1.3651         0.0000          -21.2940        
66.90               -1.3983         0.0000          -0.6666         -1.3658         0.0000          -21.2932        
66.96               -1.3979         0.0000          -0.6668         -1.3665         0.0000          -21.2924        
67.02               -1.3974         0.0000          -0.6671         -1.3672         0.0000          -21.2916        
67.08               -1.3971         0.0000          -0.6674         -1.3680         0.0000          -21.2908        
67.14               -1.3967         0.0000          -0.6678         -1.3688         0.0000          -21.2900        
67.20               -1.3963         0.0000          -0.6682         -1.3696         0.0000          -21.2892        
67.26               -1.3960         0.0000          -0.6687         -1.3704         0.0000          -21.2884        
67.32               -1.3957         0.0000          -0.6693         -1.3713         0.0000          -21.2876        
67.38               -1.3954         0.0000          -0.6699         -1.3722         0.0000          -21.2869        
67.44               -1.3952         0.0000          -0.6706         -1.3731         0.0000          -21.2861        
67.50               -1.3950         0.0000          -0.6713         -1.3741         0.0000          -21.2853        
67.56               -1.3948         0.0000          -0.6721         -1.3751         0.0000          -21.2845        
67.62               -1.3947         0.0000          -0.6729         -1.3761         0.0000          -21.2838        
67.68               -1.3945         0.0000          -0.6738         -1.3772         0.0000          -21.2830        
67.74               -1.3945         0.0000          -0.6748         -1.3782         0.0000          -21.2823        
67.80               -1.3944         0.0000          -0.6758         -1.3794         0.0000          -21.2815        
67.86               -1.3944         0.0000          -0.6768         -1.3805         0.0000          -21.2808        
67.92               -1.3945         0.0000          -0.6779         -1.3817         0.0000          -21.2801        
67.98               -1.3946         0.0000          -0.6791         -1.3829         0.0000          -21.2794        
68.04               -1.3947         0.0000          -0.6803         -1.3842         0.0000          -21.2787        
68.10               -1.3949         0.0000          -0.6815         -1.3855         0.0000          -21.2780        
68.16               -1.3951         0.0000          -0.6828         -1.3868         0.0000          -21.2774        
68.22               -1.3953         0.0000          -0.6841         -1.3882         0.0000          -21.2767        
